sofifa_id,short_name,League,Positions,Age,Overall,Potential,Wage (eur),Value (eur),Height (cm),Weight (kg)
206652,Sergio Rico,French Ligue 1,Goalkeeper,27,77,79,49000.0,9500000.0,196,90
207421,L. Trossard,English Premier League,Midfielder,26,77,78,55000.0,12500000.0,172,67
207664,C. Bacca,Spain Primera Division,Forward,34,77,77,26000.0,5000000.0,181,77
207791,Y. Poulsen,German 1. Bundesliga,Forward,27,77,78,68000.0,12500000.0,192,84
207948,B. Traoré,English Premier League,Midfielder,25,77,78,57000.0,12500000.0,181,73
208004,J. Veltman,English Premier League,Defender,29,77,77,52000.0,9000000.0,184,75
208777,Óliver Torres,Spain Primera Division,Midfielder,26,77,80,27000.0,13500000.0,175,70
210617,Samu Castillejo,Italian Serie A,Midfielder,26,77,77,41000.0,11500000.0,182,67
210864,E. Hysaj,Italian Serie A,Defender,27,77,78,48000.0,11000000.0,182,70
211320,D. Rugani,Italian Serie A,Defender,26,77,79,60000.0,11500000.0,190,84
211454,M. Elneny,English Premier League,Midfielder,28,77,77,68000.0,9500000.0,181,74
211575,André Gomes,English Premier League,Midfielder,27,77,77,71000.0,11000000.0,188,84
211784,N. Maupay,English Premier League,Forward,24,77,82,52000.0,16000000.0,173,69
212153,R. Gagliardini,Italian Serie A,Midfielder,27,77,77,73000.0,10000000.0,188,77
212245,Y. Gerhardt,German 1. Bundesliga,Midfielder,27,77,78,55000.0,12000000.0,184,81
212491,A. Masuaku,English Premier League,Defender,27,77,78,56000.0,11000000.0,179,70
212501,L. Dendoncker,English Premier League,Midfielder,26,77,80,71000.0,13500000.0,189,88
212602,Diego Llorente,English Premier League,Defender,27,77,79,65000.0,11000000.0,186,76
212623,Santi Mina,Spain Primera Division,Forward,25,77,81,25000.0,15000000.0,181,77
213655,A. Iwobi,English Premier League,Midfielder,25,77,79,68000.0,13000000.0,185,75
214947,J. Gbamin,English Premier League,Midfielder,25,77,80,62000.0,12500000.0,186,83
215057,I. Marcone,Spain Primera Division,Midfielder,31,77,77,20000.0,7500000.0,182,79
215441,S. Guirassy,French Ligue 1,Forward,25,77,81,46000.0,15000000.0,187,82
215502,B. Drągowski,Italian Serie A,Goalkeeper,23,77,81,30000.0,12000000.0,188,74
216258,I. Bebou,German 1. Bundesliga,Forward,27,77,77,37000.0,11500000.0,185,80
216435,S. Lobotka,Italian Serie A,Midfielder,26,77,80,56000.0,13500000.0,170,64
216497,M. Philipp,German 1. Bundesliga,Forward,27,77,78,59000.0,12500000.0,183,79
217196,J. Palomino,Italian Serie A,Defender,31,77,77,41000.0,7000000.0,188,87
218659,M. Targett,English Premier League,Defender,25,77,82,52000.0,14500000.0,183,70
219145,G. Maripán,French Ligue 1,Defender,27,77,79,43000.0,11000000.0,193,83
219391,G. Escalante,Italian Serie A,Midfielder,28,77,78,50000.0,10000000.0,182,76
219522,J. Ledesma,Spain Primera Division,Goalkeeper,28,77,80,24000.0,9500000.0,186,83
219681,J. Amavi,French Ligue 1,Defender,27,77,78,34000.0,11000000.0,176,70
220085,L. Waldschmidt,German 1. Bundesliga,Forward,25,77,82,57000.0,15500000.0,181,74
220132,Zaldúa,Spain Primera Division,Defender,29,77,77,30000.0,9500000.0,176,69
220421,H. Kamara,French Ligue 1,Defender,27,77,78,30000.0,11000000.0,168,67
220502,M. Zaccagni,Italian Serie A,Forward,26,77,80,57000.0,14000000.0,177,63
220621,S. Benrahma,English Premier League,Midfielder,25,77,80,59000.0,14000000.0,172,67
222357,B. Embolo,German 1. Bundesliga,Forward,24,77,82,27000.0,16000000.0,187,88
222390,Unai López,Spain Primera Division,Midfielder,25,77,81,21000.0,14500000.0,170,69
222400,H. Winks,English Premier League,Midfielder,25,77,80,66000.0,12500000.0,176,74
222509,Dani Ceballos,Spain Primera Division,Midfielder,24,77,80,100000.0,14500000.0,179,68
223550,J. Omlin,French Ligue 1,Goalkeeper,27,77,81,20000.0,11000000.0,189,80
223874,V. Rongier,French Ligue 1,Midfielder,26,77,80,38000.0,13500000.0,172,70
223898,P. Bernardoni,French Ligue 1,Goalkeeper,24,77,82,15000.0,13000000.0,190,78
224221,J. Andersen,English Premier League,Defender,25,77,80,45000.0,12500000.0,192,90
224422,J. Boga,Italian Serie A,Midfielder,24,77,83,31000.0,16500000.0,174,72
225014,G. Castrovilli,Italian Serie A,Midfielder,24,77,81,43000.0,15000000.0,179,72
225024,M. Holgate,English Premier League,Defender,24,77,81,56000.0,13500000.0,184,75
225126,E. Skhiri,German 1. Bundesliga,Midfielder,26,77,79,26000.0,11500000.0,185,73
225309,N. Amiri,German 1. Bundesliga,Midfielder,24,77,81,41000.0,15000000.0,180,77
225793,B. Godfrey,English Premier League,Defender,23,77,85,56000.0,22000000.0,183,79
226637,Rubén Duarte,Spain Primera Division,Defender,25,77,82,22000.0,14500000.0,180,75
227508,Melero,Spain Primera Division,Midfielder,27,77,78,28000.0,12000000.0,183,77
227927,K. Walker-Peters,English Premier League,Defender,24,77,82,41000.0,15000000.0,174,64
228295,R. Holding,English Premier League,Defender,25,77,81,62000.0,13000000.0,189,75
228302,Pedraza,Spain Primera Division,Defender,25,77,82,27000.0,14500000.0,184,73
229167,M. Rashica,English Premier League,Forward,25,77,82,38000.0,15500000.0,177,73
229752,D. Sow,German 1. Bundesliga,Midfielder,24,77,80,25000.0,14500000.0,184,77
229942,A. Disasi,French Ligue 1,Defender,23,77,82,37000.0,14500000.0,190,86
229971,F. Centonze,French Ligue 1,Defender,25,77,80,18000.0,13000000.0,182,75
230717,T. Kadewere,French Ligue 1,Midfielder,25,77,80,59000.0,14000000.0,183,71
230899,A. Lookman,English Premier League,Midfielder,23,77,83,54000.0,16500000.0,174,71
230965,N. Nández,Italian Serie A,Midfielder,25,77,82,31000.0,15500000.0,172,70
230977,M. Almirón,English Premier League,Midfielder,27,77,78,40000.0,12000000.0,174,70
231102,L. Blas,French Ligue 1,Midfielder,23,77,83,24000.0,16500000.0,180,70
231318,R. Perraud,English Premier League,Defender,23,77,83,41000.0,15500000.0,173,68
231521,E. Palacios,German 1. Bundesliga,Midfielder,22,77,83,41000.0,17000000.0,177,67
231554,J. Justin,English Premier League,Defender,23,77,83,64000.0,15500000.0,183,80
231628,Rafa Mir,Spain Primera Division,Forward,24,77,84,26000.0,21500000.0,191,87
231633,I. Diop,English Premier League,Defender,24,77,83,48000.0,15000000.0,194,92
232104,D. James,English Premier League,Midfielder,23,77,82,62000.0,16000000.0,171,76
232144,F. Uduokhai,German 1. Bundesliga,Defender,23,77,82,21000.0,14500000.0,193,89
232440,Caio Henrique,French Ligue 1,Defender,23,77,81,37000.0,14000000.0,179,70
232999,T. Adams,German 1. Bundesliga,Midfielder,22,77,83,49000.0,15500000.0,175,72
234678,J. Mæhle,Italian Serie A,Defender,24,77,82,35000.0,15000000.0,185,79
234772,Salvi Sánchez,Spain Primera Division,Midfielder,30,77,77,30000.0,10000000.0,175,64
234777,Z. Steffen,English Premier League,Goalkeeper,26,77,82,73000.0,12000000.0,191,86
234833,F. Müller,German 1. Bundesliga,Goalkeeper,23,77,82,18000.0,13000000.0,190,88
235794,E. Eze,English Premier League,Midfielder,23,77,83,45000.0,16500000.0,178,67
235889,C. Ünder,French Ligue 1,Midfielder,23,77,79,42000.0,13500000.0,173,66
235945,Marc Roca,German 1. Bundesliga,Midfielder,24,77,82,49000.0,14500000.0,184,77
236403,E. Ndicka,German 1. Bundesliga,Defender,21,77,84,19000.0,20000000.0,192,80
236477,A. Claude-Maurice,French Ligue 1,Midfielder,23,77,83,28000.0,16500000.0,175,64
236496,M. Guendouzi,French Ligue 1,Midfielder,22,77,84,56000.0,20000000.0,185,68
236499,Douglas Luiz,English Premier League,Midfielder,23,77,82,47000.0,14500000.0,175,66
236532,R. Koch,English Premier League,Defender,24,77,84,56000.0,19500000.0,191,83
236593,C. Stengs,French Ligue 1,Midfielder,22,77,84,28000.0,21500000.0,187,68
236639,Xeka,French Ligue 1,Midfielder,26,77,80,32000.0,12500000.0,186,83
236772,D. Szoboszlai,German 1. Bundesliga,Midfielder,20,77,87,46000.0,23000000.0,186,74
236786,M. Terrier,French Ligue 1,Forward,24,77,81,42000.0,15500000.0,184,73
238160,M. Demiral,Italian Serie A,Defender,23,77,83,51000.0,15000000.0,190,86
238744,W. McKennie,Italian Serie A,Midfielder,22,77,82,57000.0,16000000.0,183,84
239093,J. Clauss,French Ligue 1,Defender,28,77,77,29000.0,9500000.0,178,67
239901,S. Kalajdžić,German 1. Bundesliga,Forward,23,77,82,27000.0,16000000.0,200,90
240690,N. González,Italian Serie A,Forward,23,77,83,47000.0,17000000.0,180,72
240740,C. Hudson-Odoi,English Premier League,Midfielder,20,77,87,72000.0,23000000.0,178,79
241049,Gorosabel,Spain Primera Division,Defender,24,77,82,25000.0,15000000.0,174,70
241096,S. Tonali,Italian Serie A,Midfielder,21,77,86,25000.0,22500000.0,181,79
241202,P. Daka,English Premier League,Forward,22,77,84,78000.0,21500000.0,183,71
241508,M. Damsgaard,Italian Serie A,Midfielder,20,77,87,16000.0,23000000.0,180,71
241721,Rafael Leão,Italian Serie A,Midfielder,22,77,82,36000.0,16000000.0,188,81
242656,I. Meslier,English Premier League,Goalkeeper,21,77,85,34000.0,20500000.0,196,74
243282,D. McNeil,English Premier League,Midfielder,21,77,83,27000.0,17000000.0,183,70
243388,B. Sosa,German 1. Bundesliga,Defender,23,77,82,23000.0,15000000.0,187,79
244263,A. Rrahmani,Italian Serie A,Defender,27,77,80,51000.0,12000000.0,192,83
244892,S. Diop,French Ligue 1,Midfielder,21,77,84,35000.0,21500000.0,175,65
245037,Eric García,Spain Primera Division,Defender,20,77,86,71000.0,21500000.0,182,76
245158,L. Suárez,Spain Primera Division,Forward,23,77,86,23000.0,23500000.0,185,74
245541,G. Reyna,German 1. Bundesliga,Midfielder,18,77,87,18000.0,22000000.0,185,79
246172,S. Chukwueze,Spain Primera Division,Midfielder,22,77,85,27000.0,23500000.0,172,70
246242,B. Dia,Spain Primera Division,Forward,24,77,83,30000.0,17000000.0,180,75
246420,J. Doku,French Ligue 1,Midfielder,19,77,88,29000.0,23000000.0,171,60
247257,Ibañez,Italian Serie A,Defender,22,77,85,37000.0,22000000.0,185,73
253163,R. Araujo,Spain Primera Division,Defender,22,77,86,86000.0,22000000.0,192,91
104389,R. Jarstein,German 1. Bundesliga,Goalkeeper,36,76,76,19000.0,825000.0,190,86
158625,Dante,French Ligue 1,Defender,37,76,76,20000.0,1300000.0,189,91
162895,Cesc Fàbregas,French Ligue 1,Midfielder,34,76,76,44000.0,3500000.0,179,76
163264,T. Heaton,English Premier League,Goalkeeper,35,76,76,42000.0,825000.0,188,85
164859,T. Walcott,English Premier League,Midfielder,32,76,76,49000.0,6000000.0,176,68
169705,R. Bertrand,English Premier League,Defender,31,76,76,70000.0,5500000.0,179,85
169706,J. Cork,English Premier League,Midfielder,32,76,76,31000.0,5000000.0,184,75
170320,L. De Silvestri,Italian Serie A,Defender,33,76,76,28000.0,3900000.0,186,84
172723,A. Begović,English Premier League,Goalkeeper,34,76,76,49000.0,1300000.0,199,101
173208,D. Criscito,Italian Serie A,Defender,34,76,76,16000.0,2400000.0,183,75
181318,A. Ekdal,Italian Serie A,Midfielder,31,76,76,20000.0,6000000.0,186,82
182495,M. Cáceres,Italian Serie A,Defender,34,76,76,28000.0,2400000.0,180,78
183130,M. Albrighton,English Premier League,Midfielder,31,76,76,76000.0,6000000.0,175,74
183569,E. Choupo-Moting,German 1. Bundesliga,Forward,32,76,76,63000.0,6000000.0,191,90
184190,R. Thomas,French Ligue 1,Defender,33,76,76,21000.0,3600000.0,193,84
184826,Adrien Silva,Italian Serie A,Midfielder,32,76,76,20000.0,6000000.0,175,69
186156,L. Ayling,English Premier League,Defender,29,76,76,63000.0,6500000.0,185,72
189251,S. Rudy,German 1. Bundesliga,Midfielder,31,76,76,32000.0,6000000.0,180,74
189712,K. Strootman,Italian Serie A,Midfielder,31,76,76,35000.0,6000000.0,186,78
190362,T. Pukki,English Premier League,Forward,31,76,76,37000.0,6500000.0,180,80
190765,P. Groß,English Premier League,Midfielder,30,76,76,51000.0,7000000.0,181,78
192041,N. Araújo,Spain Primera Division,Defender,29,76,76,22000.0,6500000.0,188,87
192641,K. Vogt,German 1. Bundesliga,Defender,29,76,76,31000.0,6500000.0,194,87
192665,A. Luthe,German 1. Bundesliga,Goalkeeper,34,76,76,22000.0,1300000.0,195,85
193116,M. Gonalons,Spain Primera Division,Midfielder,32,76,76,21000.0,5000000.0,187,76
193331,K. Darlow,English Premier League,Goalkeeper,30,76,77,28000.0,5500000.0,190,88
193352,R. Rodríguez,Italian Serie A,Defender,28,76,76,38000.0,7000000.0,182,77
193683,X. Chavalerin,French Ligue 1,Midfielder,30,76,76,18000.0,6500000.0,178,66
193881,F. Đuričić,Italian Serie A,Midfielder,29,76,76,32000.0,7500000.0,181,75
194794,A. Yarmolenko,English Premier League,Midfielder,31,76,76,57000.0,6000000.0,190,83
194845,W. Khazri,French Ligue 1,Forward,30,76,76,33000.0,7500000.0,176,82
195668,Joel Robles,Spain Primera Division,Goalkeeper,31,76,76,17000.0,4000000.0,195,90
198368,Tomás Pina,Spain Primera Division,Midfielder,33,76,76,24000.0,4600000.0,184,78
198719,N. Redmond,English Premier League,Midfielder,27,76,76,49000.0,8000000.0,173,69
199393,N. Pallois,French Ligue 1,Defender,33,76,76,23000.0,3600000.0,189,89
199561,Nolito,Spain Primera Division,Midfielder,34,76,76,23000.0,3500000.0,175,73
199577,Sergi Gómez,Spain Primera Division,Defender,29,76,77,18000.0,7000000.0,185,76
199633,M. Lowton,English Premier League,Defender,32,76,76,31000.0,5000000.0,181,78
200316,T. Horn,German 1. Bundesliga,Goalkeeper,28,76,78,21000.0,6500000.0,192,90
200677,Pedro Mendes,French Ligue 1,Defender,30,76,76,23000.0,6000000.0,186,78
201118,Cédric,English Premier League,Defender,29,76,76,63000.0,6500000.0,172,67
201144,M. Badelj,Italian Serie A,Midfielder,32,76,76,16000.0,5000000.0,186,80
201262,V. Darida,German 1. Bundesliga,Midfielder,30,76,76,40000.0,7000000.0,172,67
201389,C. Biraghi,Italian Serie A,Defender,28,76,76,44000.0,7000000.0,185,78
201510,L. Kurzawa,French Ligue 1,Defender,28,76,76,59000.0,7000000.0,182,74
201858,N. Sansone,Italian Serie A,Midfielder,29,76,76,32000.0,7500000.0,173,63
201976,A. Gomis,French Ligue 1,Goalkeeper,27,76,78,30000.0,7000000.0,196,80
201982,J. Schmid,German 1. Bundesliga,Defender,31,76,76,25000.0,5500000.0,179,80
202201,J. Gouweleeuw,German 1. Bundesliga,Defender,29,76,76,23000.0,6500000.0,188,83
202429,D. da Costa,German 1. Bundesliga,Defender,27,76,76,25000.0,7000000.0,187,85
202685,S. Zaza,Italian Serie A,Forward,30,76,76,43000.0,7500000.0,186,78
203030,R. Knoche,German 1. Bundesliga,Defender,29,76,76,28000.0,6500000.0,190,77
203741,T. Delaine,French Ligue 1,Defender,29,76,76,19000.0,6500000.0,180,70
204077,M. Niang,French Ligue 1,Forward,26,76,79,44000.0,10000000.0,188,83
204760,C. Taylor,English Premier League,Defender,27,76,77,31000.0,8000000.0,185,70
205201,O. Yokuşlu,Spain Primera Division,Midfielder,27,76,79,21000.0,8500000.0,191,79
205346,R. Fredericks,English Premier League,Defender,28,76,76,55000.0,7000000.0,181,74
205407,D. Baselli,Italian Serie A,Midfielder,29,76,76,41000.0,7500000.0,182,75
205566,Alberto Moreno,Spain Primera Division,Defender,28,76,76,28000.0,7000000.0,171,65
206058,M. De Sciglio,Italian Serie A,Defender,28,76,76,58000.0,7000000.0,182,78
206115,I. Hayden,English Premier League,Midfielder,26,76,79,34000.0,9000000.0,185,79
206225,D. Cheryshev,Spain Primera Division,Midfielder,30,76,76,31000.0,7000000.0,179,74
206304,L. Milivojević,English Premier League,Midfielder,30,76,76,44000.0,6500000.0,186,80
206306,J. Ferri,French Ligue 1,Midfielder,29,76,76,24000.0,6500000.0,173,73
206516,W. Hughes,English Premier League,Midfielder,26,76,78,49000.0,9000000.0,185,74
206654,Pablo Marí,English Premier League,Defender,27,76,78,60000.0,8000000.0,193,87
208001,Paulo Otávio,German 1. Bundesliga,Defender,26,76,77,47000.0,8000000.0,174,68
208498,M. Dabbur,German 1. Bundesliga,Forward,29,76,76,36000.0,7500000.0,183,78
208509,T. Foket,French Ligue 1,Defender,26,76,78,23000.0,8500000.0,177,67
208787,A. Thomasson,French Ligue 1,Midfielder,27,76,77,23000.0,8500000.0,177,72
210047,F. Schär,English Premier League,Defender,29,76,77,36000.0,7000000.0,188,84
210384,R. Haps,Italian Serie A,Defender,28,76,76,20000.0,7000000.0,175,66
210438,F. Boulaya,French Ligue 1,Midfielder,28,76,76,20000.0,7500000.0,179,70
210719,M. Kempf,German 1. Bundesliga,Defender,26,76,78,25000.0,8000000.0,186,87
210896,M. Sanson,English Premier League,Midfielder,26,76,77,56000.0,9000000.0,180,73
212127,D. Lazović,Italian Serie A,Midfielder,30,76,76,26000.0,7000000.0,181,66
212219,A. Djiku,French Ligue 1,Defender,26,76,79,21000.0,8500000.0,182,81
212228,I. Toney,English Premier League,Forward,25,76,80,46000.0,10500000.0,187,70
212242,R. Andrich,German 1. Bundesliga,Midfielder,26,76,78,44000.0,9000000.0,187,83
212260,Hwang Ui Jo,French Ligue 1,Forward,28,76,76,29000.0,7500000.0,185,82
212678,L. Augustinsson,Spain Primera Division,Defender,27,76,77,23000.0,8000000.0,181,72
212883,D. Amartey,English Premier League,Defender,26,76,79,70000.0,8500000.0,186,79
212977,N. Stark,German 1. Bundesliga,Defender,26,76,79,37000.0,8500000.0,190,88
213135,D. Origi,English Premier League,Forward,26,76,79,88000.0,10000000.0,189,90
213388,F. Tait,French Ligue 1,Midfielder,28,76,76,43000.0,7500000.0,175,70
215399,Rúben Vezo,Spain Primera Division,Defender,27,76,79,24000.0,8500000.0,183,80
215689,A. Petagna,Italian Serie A,Forward,26,76,79,56000.0,10000000.0,190,85
215699,Y. Sabaly,Spain Primera Division,Defender,28,76,76,22000.0,7000000.0,173,67
215785,K. Baldé,Italian Serie A,Forward,26,76,79,33000.0,10000000.0,184,77
216065,M. Sportiello,Italian Serie A,Goalkeeper,29,76,76,33000.0,5000000.0,192,87
216433,A. El Ghazi,English Premier League,Midfielder,26,76,77,56000.0,9000000.0,188,90
216549,A. Sørloth,Spain Primera Division,Forward,25,76,79,61000.0,10000000.0,194,90
217699,I. Slimani,French Ligue 1,Forward,33,76,76,57000.0,4800000.0,188,83
220477,M. Caldara,Italian Serie A,Defender,27,76,76,32000.0,7000000.0,187,80
220570,J. Bednarek,English Premier League,Defender,25,76,82,42000.0,10500000.0,189,77
220659,J. Brownhill,English Premier League,Midfielder,25,76,79,33000.0,10000000.0,180,69
220831,M. Malsa,Spain Primera Division,Midfielder,25,76,81,25000.0,11000000.0,178,69
221841,A. Armstrong,English Premier League,Forward,24,76,82,46000.0,12000000.0,172,69
222404,M. Normann,English Premier League,Midfielder,25,76,82,30000.0,10500000.0,179,75
222715,Otávio,French Ligue 1,Midfielder,27,76,78,23000.0,8000000.0,173,73
223113,K. Piątek,German 1. Bundesliga,Forward,26,76,79,44000.0,10000000.0,183,77
223154,O. Tufan,English Premier League,Midfielder,26,76,79,44000.0,9500000.0,179,80
223329,A. Conti,Italian Serie A,Defender,27,76,77,32000.0,8000000.0,184,76
224158,S. Amrabat,Italian Serie A,Midfielder,24,76,79,36000.0,9500000.0,185,70
225783,S. Mavididi,French Ligue 1,Midfielder,23,76,81,22000.0,11500000.0,182,71
225859,M. Niakhaté,German 1. Bundesliga,Defender,25,76,79,21000.0,9000000.0,190,85
225951,D. Bouanga,French Ligue 1,Midfielder,26,76,77,30000.0,9000000.0,180,70
226093,C. Adams,English Premier League,Forward,24,76,81,46000.0,11500000.0,178,70
226229,T. Kehrer,French Ligue 1,Defender,24,76,81,49000.0,10000000.0,186,76
226268,F. Dimarco,Italian Serie A,Defender,23,76,81,58000.0,10500000.0,175,75
226853,J. St. Juste,German 1. Bundesliga,Defender,24,76,80,19000.0,9500000.0,184,74
227222,F. Guilbert,French Ligue 1,Defender,26,76,79,51000.0,9000000.0,178,78
227234,L. Tousart,German 1. Bundesliga,Midfielder,24,76,81,31000.0,10500000.0,185,83
227236,A. Zambo Anguissa,Italian Serie A,Midfielder,25,76,80,49000.0,10500000.0,184,78
228579,B. Henrichs,German 1. Bundesliga,Defender,24,76,79,46000.0,9500000.0,183,79
228635,Borja Mayoral,Italian Serie A,Forward,24,76,81,105000.0,11500000.0,182,74
228708,L. Martínez Quarta,Italian Serie A,Defender,25,76,83,40000.0,13500000.0,183,78
228747,O. Idrissi,Spain Primera Division,Midfielder,25,76,79,26000.0,10000000.0,175,78
228789,Robert Sanchéz,English Premier League,Goalkeeper,23,76,82,31000.0,9500000.0,197,85
230020,P. Lees-Melou,English Premier League,Midfielder,28,76,76,36000.0,7500000.0,186,70
230065,S. Serdar,German 1. Bundesliga,Midfielder,24,76,81,35000.0,11500000.0,184,75
230613,A. Diawara,Italian Serie A,Midfielder,23,76,78,35000.0,9000000.0,183,75
230727,G. Larsonneur,French Ligue 1,Goalkeeper,24,76,79,12000.0,8000000.0,181,70
231366,P. Lienhart,German 1. Bundesliga,Defender,24,76,79,21000.0,9000000.0,189,83
231416,D. Lukébakio,German 1. Bundesliga,Midfielder,23,76,81,35000.0,11500000.0,187,77
231936,B. White,English Premier League,Defender,23,76,85,52000.0,15500000.0,185,77
232498,Isi,Spain Primera Division,Midfielder,26,76,76,20000.0,8000000.0,169,71
233556,R. Orsolini,Italian Serie A,Midfielder,24,76,82,27000.0,12000000.0,183,73
233631,A. Ndiaye,Spain Primera Division,Midfielder,24,76,79,22000.0,10000000.0,173,70
233848,J. Hauge,German 1. Bundesliga,Midfielder,21,76,83,26000.0,15000000.0,184,80
234078,O. Mangala,German 1. Bundesliga,Midfielder,23,76,81,23000.0,11500000.0,178,82
234171,R. Sallai,German 1. Bundesliga,Midfielder,24,76,79,23000.0,10000000.0,183,76
234574,Diogo Dalot,English Premier League,Defender,22,76,82,68000.0,11500000.0,184,75
234711,J. Brekalo,Italian Serie A,Midfielder,23,76,80,44000.0,11000000.0,175,70
235149,J. Schouten,Italian Serie A,Midfielder,24,76,81,24000.0,10500000.0,185,74
235424,D. Samassékou,German 1. Bundesliga,Midfielder,25,76,79,28000.0,9000000.0,175,70
235875,Pol Lirola,French Ligue 1,Defender,23,76,79,27000.0,9500000.0,183,70
235944,Brais Méndez,Spain Primera Division,Midfielder,24,76,82,20000.0,12000000.0,187,76
236221,D. Brašanac,Spain Primera Division,Midfielder,29,76,76,28000.0,7500000.0,178,73
236276,A. Danjuma,Spain Primera Division,Midfielder,24,76,80,28000.0,11000000.0,178,74
236679,Melendo,Spain Primera Division,Midfielder,23,76,81,17000.0,11500000.0,167,63
236920,J. Kluivert,French Ligue 1,Midfielder,22,76,83,39000.0,15000000.0,172,66
237184,K. Bare,Spain Primera Division,Midfielder,23,76,82,15000.0,11000000.0,174,66
238095,N. Milenković,Italian Serie A,Defender,23,76,83,36000.0,14000000.0,195,90
238227,K. Diatta,French Ligue 1,Midfielder,22,76,83,38000.0,15000000.0,175,69
239580,Bremer,Italian Serie A,Defender,24,76,82,31000.0,11000000.0,188,82
239890,O. Kabak,English Premier League,Defender,21,76,85,9000.0,15500000.0,186,86
239956,M. Boadu,French Ligue 1,Forward,20,76,85,36000.0,16500000.0,183,67
240273,E. Smith Rowe,English Premier League,Midfielder,20,76,86,49000.0,16500000.0,182,64
240458,Ander Guevara,Spain Primera Division,Midfielder,23,76,82,26000.0,12000000.0,180,73
240716,M. Olivera,Spain Primera Division,Defender,23,76,84,21000.0,16000000.0,184,78
240754,Y. Atal,French Ligue 1,Defender,25,76,80,26000.0,9500000.0,175,66
240915,Miranda,Spain Primera Division,Defender,21,76,84,15000.0,16000000.0,185,79
241497,C. Dagba,French Ligue 1,Defender,22,76,80,49000.0,10000000.0,170,62
241707,P. Gueye,French Ligue 1,Midfielder,22,76,83,27000.0,14500000.0,187,79
242348,Loren,Spain Primera Division,Forward,27,76,77,25000.0,9000000.0,188,82
242374,M. Barrow,Italian Serie A,Midfielder,22,76,83,37000.0,15000000.0,183,70
242578,B. Badiashile,French Ligue 1,Defender,20,76,84,29000.0,15500000.0,194,75
242663,S. Bornauw,German 1. Bundesliga,Defender,22,76,82,40000.0,11000000.0,191,83
242664,A. Saelemaekers,Italian Serie A,Midfielder,22,76,81,34000.0,11500000.0,180,72
242816,Riqui Puig,Spain Primera Division,Midfielder,21,76,85,75000.0,17000000.0,169,56
244261,L. Majer,French Ligue 1,Midfielder,23,76,84,36000.0,16500000.0,179,75
244316,Luís Maximiano,Spain Primera Division,Goalkeeper,22,76,83,14000.0,13000000.0,190,82
244393,Gonzalo Villar,Italian Serie A,Midfielder,23,76,83,39000.0,15000000.0,181,73
244749,N. Aguerd,French Ligue 1,Defender,25,76,80,36000.0,9500000.0,188,76
244778,Trincão,English Premier League,Midfielder,21,76,85,84000.0,17000000.0,183,77
244915,M. Salisu,English Premier League,Defender,22,76,84,38000.0,15500000.0,191,85
245388,J. Todibo,French Ligue 1,Defender,21,76,84,20000.0,15500000.0,190,88
246785,Bryan Gil,English Premier League,Midfielder,20,76,86,52000.0,16500000.0,175,65
251566,Gabriel Martinelli,English Premier League,Midfielder,20,76,88,49000.0,18000000.0,179,75
251804,S. Dest,Spain Primera Division,Defender,20,76,85,67000.0,15500000.0,175,62
253004,Ansu Fati,Spain Primera Division,Midfielder,18,76,90,44000.0,17500000.0,178,66
253290,M. Viña,Italian Serie A,Defender,23,76,82,35000.0,11000000.0,181,70
146947,Vesga,Spain Primera Division,Midfielder,28,75,75,25000.0,5500000.0,191,84
149185,F. Magnanelli,Italian Serie A,Midfielder,36,75,75,19000.0,1100000.0,181,79
152879,M. Noble,English Premier League,Midfielder,34,75,75,55000.0,2600000.0,177,76
153275,J. Leca,French Ligue 1,Goalkeeper,35,75,75,13000.0,625000.0,180,75
158144,Salva Sevilla,Spain Primera Division,Midfielder,37,75,75,16000.0,1100000.0,178,71
169595,D. Rose,English Premier League,Defender,30,75,75,42000.0,4800000.0,174,76
169697,D. Randolph,English Premier League,Goalkeeper,34,75,75,40000.0,950000.0,188,78
171972,J. McArthur,English Premier League,Midfielder,33,75,75,46000.0,3500000.0,178,66
172203,F. Forster,English Premier League,Goalkeeper,33,75,75,34000.0,1800000.0,201,93
173030,Ó. Trejo,Spain Primera Division,Midfielder,33,75,75,18000.0,2800000.0,180,79
173546,J. Tomkins,English Premier League,Defender,32,75,75,42000.0,3600000.0,192,74
177358,M. Schneiderlin,French Ligue 1,Midfielder,31,75,75,26000.0,3900000.0,186,79
179847,F. Fazio,Italian Serie A,Defender,34,75,75,39000.0,1800000.0,195,85
180819,A. Lallana,English Premier League,Midfielder,33,75,75,49000.0,3500000.0,178,73
183129,C. Clark,English Premier League,Defender,31,75,75,33000.0,3800000.0,185,88
183285,M. Sakho,French Ligue 1,Defender,31,75,75,22000.0,3800000.0,187,83
183427,F. Delph,English Premier League,Midfielder,31,75,75,58000.0,3900000.0,174,78
183580,N. Petersen,German 1. Bundesliga,Forward,32,75,75,28000.0,4600000.0,188,82
184111,C. Benteke,English Premier League,Forward,30,75,75,50000.0,5500000.0,190,83
184873,I. Traoré,French Ligue 1,Defender,34,75,75,20000.0,1800000.0,184,87
185422,J. King,English Premier League,Forward,29,75,75,52000.0,5500000.0,184,82
185431,N. Kalinić,Italian Serie A,Forward,33,75,75,27000.0,3600000.0,187,79
186569,S. Ulreich,German 1. Bundesliga,Goalkeeper,32,75,75,41000.0,2800000.0,192,87
