sofifa_id,short_name,player_face_url,Positions,club_name,preferred_foot,club_contract_valid_until
202935,Álvaro,https://cdn.sofifa.net/players/202/935/22_120.png,Defender,Olympique de Marseille,Right,2024.0
204024,C. Kramer,https://cdn.sofifa.net/players/204/024/22_120.png,Midfielder,Borussia Mönchengladbach,Right,2023.0
204234,Edgar Badia,https://cdn.sofifa.net/players/204/234/22_120.png,Goalkeeper,Elche CF,Right,2022.0
204259,S. Arias,https://cdn.sofifa.net/players/204/259/22_120.png,Defender,Granada CF,Right,2022.0
204884,B. Mendy,https://cdn.sofifa.net/players/204/884/22_120.png,Defender,Manchester City,Left,2022.0
205923,B. Davies,https://cdn.sofifa.net/players/205/923/22_120.png,Defender,Tottenham Hotspur,Left,2024.0
206467,A. Plea,https://cdn.sofifa.net/players/206/467/22_120.png,Forward,Borussia Mönchengladbach,Right,2023.0
206545,Manu Trigueros,https://cdn.sofifa.net/players/206/545/22_120.png,Midfielder,Villarreal CF,Right,2022.0
206585,Kepa,https://cdn.sofifa.net/players/206/585/22_120.png,Goalkeeper,Chelsea,Right,2025.0
207494,J. Lingard,https://cdn.sofifa.net/players/207/494/22_120.png,Midfielder,Manchester United,Right,2022.0
208135,A. Doucouré,https://cdn.sofifa.net/players/208/135/22_120.png,Midfielder,Everton,Right,2023.0
208165,B. Djimsiti,https://cdn.sofifa.net/players/208/165/22_120.png,Defender,Atalanta,Right,2023.0
209846,C. Günter,https://cdn.sofifa.net/players/209/846/22_120.png,Defender,Sport-Club Freiburg,Left,2024.0
210315,De Tomás,https://cdn.sofifa.net/players/210/315/22_120.png,Forward,RCD Espanyol de Barcelona,Right,2026.0
210324,J. Hofmann,https://cdn.sofifa.net/players/210/324/22_120.png,Midfielder,Borussia Mönchengladbach,Right,2023.0
210625,K. Mbabu,https://cdn.sofifa.net/players/210/625/22_120.png,Defender,VfL Wolfsburg,Right,2023.0
211022,Rubén García,https://cdn.sofifa.net/players/211/022/22_120.png,Midfielder,CA Osasuna,Left,2024.0
211241,Rubén Peña,https://cdn.sofifa.net/players/211/241/22_120.png,Defender,Villarreal CF,Right,2024.0
211748,K. Demirbay,https://cdn.sofifa.net/players/211/748/22_120.png,Midfielder,Bayer 04 Leverkusen,Left,2024.0
212096,V. Grifo,https://cdn.sofifa.net/players/212/096/22_120.png,Midfielder,Sport-Club Freiburg,Right,2025.0
212404,F. Bernardeschi,https://cdn.sofifa.net/players/212/404/22_120.png,Midfielder,Juventus,Left,2022.0
212442,José Sá,https://cdn.sofifa.net/players/212/442/22_120.png,Goalkeeper,Wolverhampton Wanderers,Right,2026.0
216145,A. Izzo,https://cdn.sofifa.net/players/216/145/22_120.png,Defender,Torino F.C.,Right,2024.0
216150,D. Zappacosta,https://cdn.sofifa.net/players/216/150/22_120.png,Defender,Atalanta,Right,2025.0
216388,A. Saint-Maximin,https://cdn.sofifa.net/players/216/388/22_120.png,Midfielder,Newcastle United,Right,2026.0
218339,M. Dahoud,https://cdn.sofifa.net/players/218/339/22_120.png,Midfielder,Borussia Dortmund,Right,2023.0
219789,H. Traoré,https://cdn.sofifa.net/players/219/789/22_120.png,Defender,Stade Rennais FC,Right,2023.0
219809,T. Bakayoko,https://cdn.sofifa.net/players/219/809/22_120.png,Midfielder,AC Milan,Right,2023.0
220253,Munir,https://cdn.sofifa.net/players/220/253/22_120.png,Midfielder,Sevilla FC,Left,2023.0
220523,Y. Mina,https://cdn.sofifa.net/players/220/523/22_120.png,Defender,Everton,Right,2023.0
220673,R. Tapia,https://cdn.sofifa.net/players/220/673/22_120.png,Midfielder,RC Celta de Vigo,Right,2024.0
220793,D. Sánchez,https://cdn.sofifa.net/players/220/793/22_120.png,Defender,Tottenham Hotspur,Right,2024.0
221491,N. Elvedi,https://cdn.sofifa.net/players/221/491/22_120.png,Defender,Borussia Mönchengladbach,Right,2024.0
222501,T. Castagne,https://cdn.sofifa.net/players/222/501/22_120.png,Defender,Leicester City,Right,2025.0
223578,Mata,https://cdn.sofifa.net/players/223/578/22_120.png,Forward,Getafe CF,Right,2024.0
223597,R. Aguilar,https://cdn.sofifa.net/players/223/597/22_120.png,Defender,AS Monaco,Right,2024.0
224031,A. Marušić,https://cdn.sofifa.net/players/224/031/22_120.png,Defender,Lazio,Right,2022.0
224196,R. Bensebaini,https://cdn.sofifa.net/players/224/196/22_120.png,Defender,Borussia Mönchengladbach,Left,2023.0
224490,Z. Çelik,https://cdn.sofifa.net/players/224/490/22_120.png,Defender,LOSC Lille,Right,2023.0
225116,A. Meret,https://cdn.sofifa.net/players/225/116/22_120.png,Goalkeeper,Napoli,Left,2023.0
225508,E. Bailly,https://cdn.sofifa.net/players/225/508/22_120.png,Defender,Manchester United,Right,2022.0
225663,A. Golovin,https://cdn.sofifa.net/players/225/663/22_120.png,Midfielder,AS Monaco,Right,2024.0
226162,E. Buendía,https://cdn.sofifa.net/players/226/162/22_120.png,Midfielder,Aston Villa,Right,2026.0
226221,Aritz Elustondo,https://cdn.sofifa.net/players/226/221/22_120.png,Defender,Real Sociedad,Right,2024.0
226456,Pablo Fornals,https://cdn.sofifa.net/players/226/456/22_120.png,Midfielder,West Ham United,Right,2024.0
226851,B. Pavard,https://cdn.sofifa.net/players/226/851/22_120.png,Defender,FC Bayern München,Right,2024.0
228093,M. Thuram,https://cdn.sofifa.net/players/228/093/22_120.png,Midfielder,Borussia Mönchengladbach,Right,2023.0
228520,E. Ávila,https://cdn.sofifa.net/players/228/520/22_120.png,Forward,CA Osasuna,Left,2023.0
228687,K. Dolberg,https://cdn.sofifa.net/players/228/687/22_120.png,Forward,OGC Nice,Right,2024.0
232432,L. Jović,https://cdn.sofifa.net/players/232/432/22_120.png,Forward,Real Madrid CF,Right,2024.0
232580,Gabriel,https://cdn.sofifa.net/players/232/580/22_120.png,Defender,Arsenal,Left,2025.0
232665,M. Arambarri,https://cdn.sofifa.net/players/232/665/22_120.png,Midfielder,Getafe CF,Right,2023.0
232730,D. Kamada,https://cdn.sofifa.net/players/232/730/22_120.png,Midfielder,Eintracht Frankfurt,Right,2023.0
232756,F. Tomori,https://cdn.sofifa.net/players/232/756/22_120.png,Defender,AC Milan,Right,2025.0
233738,Zubeldia,https://cdn.sofifa.net/players/233/738/22_120.png,Defender,Real Sociedad,Right,2024.0
234035,Odriozola,https://cdn.sofifa.net/players/234/035/22_120.png,Defender,Fiorentina,Right,2022.0
234236,P. Schick,https://cdn.sofifa.net/players/234/236/22_120.png,Forward,Bayer 04 Leverkusen,Left,2025.0
234612,J. Ikoné,https://cdn.sofifa.net/players/234/612/22_120.png,Midfielder,LOSC Lille,Left,2023.0
235073,G. Kobel,https://cdn.sofifa.net/players/235/073/22_120.png,Goalkeeper,Borussia Dortmund,Right,2026.0
236480,Y. Bissouma,https://cdn.sofifa.net/players/236/480/22_120.png,Midfielder,Brighton & Hove Albion,Right,2023.0
236610,M. Kean,https://cdn.sofifa.net/players/236/610/22_120.png,Forward,Juventus,Right,2023.0
237239,E. Bardhi,https://cdn.sofifa.net/players/237/239/22_120.png,Midfielder,Levante Unión Deportiva,Right,2022.0
237942,P. Estupiñán,https://cdn.sofifa.net/players/237/942/22_120.png,Defender,Villarreal CF,Left,2027.0
239433,N. Maksimović,https://cdn.sofifa.net/players/239/433/22_120.png,Midfielder,Getafe CF,Right,2024.0
240243,Matheus Cunha,https://cdn.sofifa.net/players/240/243/22_120.png,Midfielder,Atlético de Madrid,Right,2026.0
240679,T. Koopmeiners,https://cdn.sofifa.net/players/240/679/22_120.png,Midfielder,Atalanta,Left,2026.0
241637,A. Tchouaméni,https://cdn.sofifa.net/players/241/637/22_120.png,Midfielder,AS Monaco,Right,2024.0
243812,Rodrygo,https://cdn.sofifa.net/players/243/812/22_120.png,Midfielder,Real Madrid CF,Right,2025.0
244067,M. Lacroix,https://cdn.sofifa.net/players/244/067/22_120.png,Defender,VfL Wolfsburg,Right,2024.0
247204,Emerson,https://cdn.sofifa.net/players/247/204/22_120.png,Defender,Tottenham Hotspur,Right,2026.0
247851,Bruno Guimarães,https://cdn.sofifa.net/players/247/851/22_120.png,Midfielder,Olympique Lyonnais,Right,2024.0
251809,S. Botman,https://cdn.sofifa.net/players/251/809/22_120.png,Defender,LOSC Lille,Left,2025.0
252371,J. Bellingham,https://cdn.sofifa.net/players/252/371/22_120.png,Midfielder,Borussia Dortmund,Right,2025.0
24630,Pepe Reina,https://cdn.sofifa.net/players/024/630/22_120.png,Goalkeeper,Lazio,Right,2022.0
146439,Negredo,https://cdn.sofifa.net/players/146/439/22_120.png,Forward,Cádiz CF,Left,2022.0
152908,A. Young,https://cdn.sofifa.net/players/152/908/22_120.png,Defender,Aston Villa,Right,2022.0
159261,F. Quagliarella,https://cdn.sofifa.net/players/159/261/22_120.png,Forward,U.C. Sampdoria,Right,2022.0
163155,B. Foster,https://cdn.sofifa.net/players/163/155/22_120.png,Goalkeeper,Watford,Left,2022.0
165229,L. Koscielny,https://cdn.sofifa.net/players/165/229/22_120.png,Defender,FC Girondins de Bordeaux,Right,2022.0
167397,Falcao,https://cdn.sofifa.net/players/167/397/22_120.png,Forward,Rayo Vallecano,Right,2022.0
170368,E. Lamela,https://cdn.sofifa.net/players/170/368/22_120.png,Midfielder,Sevilla FC,Left,2024.0
171897,A. Guardado,https://cdn.sofifa.net/players/171/897/22_120.png,Midfielder,Real Betis Balompié,Left,2022.0
173306,C. Ansaldi,https://cdn.sofifa.net/players/173/306/22_120.png,Defender,Torino F.C.,Right,2022.0
173909,K. Boateng,https://cdn.sofifa.net/players/173/909/22_120.png,Midfielder,Hertha BSC,Right,2022.0
174543,C. Bravo,https://cdn.sofifa.net/players/174/543/22_120.png,Goalkeeper,Real Betis Balompié,Right,2022.0
175254,F. Caicedo,https://cdn.sofifa.net/players/175/254/22_120.png,Forward,Genoa,Left,2026.0
176772,A. Oukidja,https://cdn.sofifa.net/players/176/772/22_120.png,Goalkeeper,FC Metz,Right,2023.0
177633,Ángel,https://cdn.sofifa.net/players/177/633/22_120.png,Forward,RCD Mallorca,Right,2023.0
178007,Miguel Veloso,https://cdn.sofifa.net/players/178/007/22_120.png,Midfielder,Hellas Verona,Left,2022.0
178088,Juan Mata,https://cdn.sofifa.net/players/178/088/22_120.png,Midfielder,Manchester United,Left,2022.0
178213,E. Capoue,https://cdn.sofifa.net/players/178/213/22_120.png,Midfielder,Villarreal CF,Right,2023.0
180216,S. Coleman,https://cdn.sofifa.net/players/180/216/22_120.png,Defender,Everton,Right,2023.0
180334,Marcelo,https://cdn.sofifa.net/players/180/334/22_120.png,Defender,Olympique Lyonnais,Right,2023.0
183394,M. Sissoko,https://cdn.sofifa.net/players/183/394/22_120.png,Midfielder,Watford,Right,2023.0
184392,M. Darmian,https://cdn.sofifa.net/players/184/392/22_120.png,Defender,Inter,Right,2024.0
185103,A. Kolarov,https://cdn.sofifa.net/players/185/103/22_120.png,Defender,Inter,Left,2022.0
186197,G. Kakuta,https://cdn.sofifa.net/players/186/197/22_120.png,Midfielder,Racing Club de Lens,Left,2023.0
186801,C. Kouyaté,https://cdn.sofifa.net/players/186/801/22_120.png,Defender,Crystal Palace,Right,2022.0
187936,S. Nzonzi,https://cdn.sofifa.net/players/187/936/22_120.png,Midfielder,Roma,Right,2022.0
188335,A. Budimir,https://cdn.sofifa.net/players/188/335/22_120.png,Forward,CA Osasuna,Left,2025.0
189053,F. Caputo,https://cdn.sofifa.net/players/189/053/22_120.png,Forward,U.C. Sampdoria,Right,2022.0
189125,G. Bonaventura,https://cdn.sofifa.net/players/189/125/22_120.png,Midfielder,Fiorentina,Right,2022.0
189280,A. Westwood,https://cdn.sofifa.net/players/189/280/22_120.png,Midfielder,Burnley,Right,2023.0
189505,Pedro,https://cdn.sofifa.net/players/189/505/22_120.png,Forward,Lazio,Right,2024.0
189606,J. Baumgartlinger,https://cdn.sofifa.net/players/189/606/22_120.png,Midfielder,Bayer 04 Leverkusen,Right,2022.0
189881,C. Smalling,https://cdn.sofifa.net/players/189/881/22_120.png,Defender,Roma,Right,2023.0
190243,M. Hitz,https://cdn.sofifa.net/players/190/243/22_120.png,Goalkeeper,Borussia Dortmund,Right,2023.0
191180,J. Pastore,https://cdn.sofifa.net/players/191/180/22_120.png,Midfielder,Elche CF,Right,2022.0
192678,Kike García,https://cdn.sofifa.net/players/192/678/22_120.png,Forward,CA Osasuna,Right,2024.0
192679,Escudero,https://cdn.sofifa.net/players/192/679/22_120.png,Defender,Granada CF,Left,2022.0
193171,Jaume Costa,https://cdn.sofifa.net/players/193/171/22_120.png,Defender,RCD Mallorca,Left,2023.0
193361,R. Soriano,https://cdn.sofifa.net/players/193/361/22_120.png,Midfielder,Bologna,Right,2023.0
193469,Víctor Ruiz,https://cdn.sofifa.net/players/193/469/22_120.png,Defender,Real Betis Balompié,Left,2023.0
194222,Laguardia,https://cdn.sofifa.net/players/194/222/22_120.png,Defender,Deportivo Alavés,Right,2022.0
195096,Fransérgio,https://cdn.sofifa.net/players/195/096/22_120.png,Midfielder,FC Girondins de Bordeaux,Right,2024.0
197837,D. Boyata,https://cdn.sofifa.net/players/197/837/22_120.png,Defender,Hertha BSC,Right,2024.0
199189,R. Barkley,https://cdn.sofifa.net/players/199/189/22_120.png,Midfielder,Chelsea,Right,2023.0
199576,Oriol Romeu,https://cdn.sofifa.net/players/199/576/22_120.png,Midfielder,Southampton,Right,2023.0
199652,D. Praet,https://cdn.sofifa.net/players/199/652/22_120.png,Midfielder,Torino F.C.,Right,2022.0
199715,Vitolo,https://cdn.sofifa.net/players/199/715/22_120.png,Midfielder,Getafe CF,Right,2022.0
199915,L. Dunk,https://cdn.sofifa.net/players/199/915/22_120.png,Defender,Brighton & Hove Albion,Right,2025.0
200159,S. Ortega,https://cdn.sofifa.net/players/200/159/22_120.png,Goalkeeper,DSC Arminia Bielefeld,Right,2022.0
201042,D. Sidibé,https://cdn.sofifa.net/players/201/042/22_120.png,Defender,AS Monaco,Right,2022.0
201417,M. Doherty,https://cdn.sofifa.net/players/201/417/22_120.png,Defender,Tottenham Hotspur,Right,2024.0
201995,Felipe Anderson,https://cdn.sofifa.net/players/201/995/22_120.png,Midfielder,Lazio,Right,2025.0
202849,J. Vestergaard,https://cdn.sofifa.net/players/202/849/22_120.png,Defender,Leicester City,Right,2024.0
203605,P. Kadeřábek,https://cdn.sofifa.net/players/203/605/22_120.png,Defender,TSG Hoffenheim,Right,2023.0
203747,Héctor Bellerín,https://cdn.sofifa.net/players/203/747/22_120.png,Defender,Real Betis Balompié,Right,2022.0
203843,D. Suárez,https://cdn.sofifa.net/players/203/843/22_120.png,Defender,Getafe CF,Right,2022.0
204082,J. Brooks,https://cdn.sofifa.net/players/204/082/22_120.png,Defender,VfL Wolfsburg,Left,2022.0
204614,Mário Rui,https://cdn.sofifa.net/players/204/614/22_120.png,Defender,Napoli,Left,2025.0
205192,Denis Suárez,https://cdn.sofifa.net/players/205/192/22_120.png,Midfielder,RC Celta de Vigo,Right,2023.0
205966,A. Younes,https://cdn.sofifa.net/players/205/966/22_120.png,Midfielder,Eintracht Frankfurt,Right,2022.0
206534,P. Bamford,https://cdn.sofifa.net/players/206/534/22_120.png,Forward,Leeds United,Left,2026.0
206590,Moi Gómez,https://cdn.sofifa.net/players/206/590/22_120.png,Midfielder,Villarreal CF,Right,2025.0
206651,Roberto Torres,https://cdn.sofifa.net/players/206/651/22_120.png,Midfielder,CA Osasuna,Right,2023.0
207566,William Carvalho,https://cdn.sofifa.net/players/207/566/22_120.png,Midfielder,Real Betis Balompié,Right,2023.0
208268,B. Cristante,https://cdn.sofifa.net/players/208/268/22_120.png,Midfielder,Roma,Right,2024.0
208295,R. Saïss,https://cdn.sofifa.net/players/208/295/22_120.png,Defender,Wolverhampton Wanderers,Left,2022.0
208334,J. Hector,https://cdn.sofifa.net/players/208/334/22_120.png,Midfielder,1. FC Köln,Left,2023.0
208920,N. Aké,https://cdn.sofifa.net/players/208/920/22_120.png,Defender,Manchester City,Left,2025.0
209288,F. Mollet,https://cdn.sofifa.net/players/209/288/22_120.png,Midfielder,Montpellier Hérault SC,Right,2023.0
210537,R. Steffen,https://cdn.sofifa.net/players/210/537/22_120.png,Midfielder,VfL Wolfsburg,Left,2023.0
210665,M. Halstenberg,https://cdn.sofifa.net/players/210/665/22_120.png,Defender,RB Leipzig,Left,2022.0
210736,Emerson,https://cdn.sofifa.net/players/210/736/22_120.png,Defender,Olympique Lyonnais,Left,2022.0
210881,J. McGinn,https://cdn.sofifa.net/players/210/881/22_120.png,Midfielder,Aston Villa,Left,2025.0
211591,M. Dembélé,https://cdn.sofifa.net/players/211/591/22_120.png,Forward,Olympique Lyonnais,Right,2023.0
212419,T. Mings,https://cdn.sofifa.net/players/212/419/22_120.png,Defender,Aston Villa,Left,2024.0
213331,J. Tah,https://cdn.sofifa.net/players/213/331/22_120.png,Defender,Bayer 04 Leverkusen,Right,2023.0
213577,Puertas,https://cdn.sofifa.net/players/213/577/22_120.png,Midfielder,Granada CF,Right,2024.0
213874,Thiago Mendes,https://cdn.sofifa.net/players/213/874/22_120.png,Midfielder,Olympique Lyonnais,Right,2023.0
213956,Adama Traoré,https://cdn.sofifa.net/players/213/956/22_120.png,Midfielder,Wolverhampton Wanderers,Right,2023.0
214092,A. Miranchuk,https://cdn.sofifa.net/players/214/092/22_120.png,Midfielder,Atalanta,Left,2025.0
214097,B. Bourigeaud,https://cdn.sofifa.net/players/214/097/22_120.png,Midfielder,Stade Rennais FC,Right,2023.0
215353,L. Alario,https://cdn.sofifa.net/players/215/353/22_120.png,Forward,Bayer 04 Leverkusen,Right,2024.0
215590,Ayoze Pérez,https://cdn.sofifa.net/players/215/590/22_120.png,Midfielder,Leicester City,Right,2023.0
216194,Dani García,https://cdn.sofifa.net/players/216/194/22_120.png,Midfielder,Athletic Club de Bilbao,Right,2022.0
216320,S. Fofana,https://cdn.sofifa.net/players/216/320/22_120.png,Midfielder,Racing Club de Lens,Right,2024.0
216643,L. Dubois,https://cdn.sofifa.net/players/216/643/22_120.png,Defender,Olympique Lyonnais,Right,2024.0
217036,Álex Moreno,https://cdn.sofifa.net/players/217/036/22_120.png,Defender,Real Betis Balompié,Left,2024.0
219733,L. Ajorque,https://cdn.sofifa.net/players/219/733/22_120.png,Forward,RC Strasbourg Alsace,Left,2024.0
219792,B. Santamaria,https://cdn.sofifa.net/players/219/792/22_120.png,Midfielder,Stade Rennais FC,Right,2025.0
219985,M. Vecino,https://cdn.sofifa.net/players/219/985/22_120.png,Midfielder,Inter,Right,2022.0
220883,R. Borré,https://cdn.sofifa.net/players/220/883/22_120.png,Forward,Eintracht Frankfurt,Right,2025.0
221697,O. Watkins,https://cdn.sofifa.net/players/221/697/22_120.png,Forward,Aston Villa,Right,2025.0
222493,M. Friedrich,https://cdn.sofifa.net/players/222/493/22_120.png,Defender,1. FC Union Berlin,Right,2022.0
222558,R. Karsdorp,https://cdn.sofifa.net/players/222/558/22_120.png,Midfielder,Roma,Right,2025.0
222943,Jony,https://cdn.sofifa.net/players/222/943/22_120.png,Midfielder,Lazio,Left,2023.0
223273,M. Pašalić,https://cdn.sofifa.net/players/223/273/22_120.png,Midfielder,Atalanta,Right,2025.0
224003,Sergio Herrera,https://cdn.sofifa.net/players/224/003/22_120.png,Goalkeeper,CA Osasuna,Right,2023.0
224069,K. Toko Ekambi,https://cdn.sofifa.net/players/224/069/22_120.png,Midfielder,Olympique Lyonnais,Right,2024.0
224371,J. Bowen,https://cdn.sofifa.net/players/224/371/22_120.png,Midfielder,West Ham United,Left,2025.0
225263,D. Ćaleta-Car,https://cdn.sofifa.net/players/225/263/22_120.png,Defender,Olympique de Marseille,Right,2023.0
225341,David García,https://cdn.sofifa.net/players/225/341/22_120.png,Defender,CA Osasuna,Right,2026.0
225659,G. Rodríguez,https://cdn.sofifa.net/players/225/659/22_120.png,Midfielder,Real Betis Balompié,Right,2024.0
225711,A. Diallo,https://cdn.sofifa.net/players/225/711/22_120.png,Defender,Paris Saint-Germain,Left,2024.0
225719,K. Iheanacho,https://cdn.sofifa.net/players/225/719/22_120.png,Forward,Leicester City,Left,2024.0
226766,Daniel Podence,https://cdn.sofifa.net/players/226/766/22_120.png,Midfielder,Wolverhampton Wanderers,Right,2024.0
226789,A. Fulgini,https://cdn.sofifa.net/players/226/789/22_120.png,Midfielder,Angers SCO,Right,2023.0
227055,Gelson Martins,https://cdn.sofifa.net/players/227/055/22_120.png,Midfielder,AS Monaco,Right,2024.0
227174,M. Cash,https://cdn.sofifa.net/players/227/174/22_120.png,Defender,Aston Villa,Right,2025.0
227535,R. Bentancur,https://cdn.sofifa.net/players/227/535/22_120.png,Midfielder,Juventus,Right,2024.0
227678,E. Konsa,https://cdn.sofifa.net/players/227/678/22_120.png,Defender,Aston Villa,Right,2026.0
228336,F. Grillitsch,https://cdn.sofifa.net/players/228/336/22_120.png,Midfielder,TSG Hoffenheim,Right,2022.0
228413,E. Audero,https://cdn.sofifa.net/players/228/413/22_120.png,Goalkeeper,U.C. Sampdoria,Right,2026.0
228881,D. Calabria,https://cdn.sofifa.net/players/228/881/22_120.png,Defender,AC Milan,Right,2025.0
229909,A. Lunev,https://cdn.sofifa.net/players/229/909/22_120.png,Goalkeeper,Bayer 04 Leverkusen,Right,2023.0
231340,G. Montiel,https://cdn.sofifa.net/players/231/340/22_120.png,Defender,Sevilla FC,Right,2026.0
231352,T. Abraham,https://cdn.sofifa.net/players/231/352/22_120.png,Forward,Roma,Right,2026.0
231410,Brahim,https://cdn.sofifa.net/players/231/410/22_120.png,Midfielder,AC Milan,Right,2023.0
231691,A. Lafont,https://cdn.sofifa.net/players/231/691/22_120.png,Goalkeeper,FC Nantes,Right,2024.0
231887,Y. Yazıcı,https://cdn.sofifa.net/players/231/887/22_120.png,Forward,LOSC Lille,Left,2024.0
232080,J. Harrison,https://cdn.sofifa.net/players/232/080/22_120.png,Midfielder,Leeds United,Left,2024.0
232487,W. Endo,https://cdn.sofifa.net/players/232/487/22_120.png,Midfielder,VfB Stuttgart,Right,2024.0
233486,R. Le Normand,https://cdn.sofifa.net/players/233/486/22_120.png,Defender,Real Sociedad,Right,2022.0
234060,Y. Herrera,https://cdn.sofifa.net/players/234/060/22_120.png,Midfielder,RCD Espanyol de Barcelona,Right,2022.0
234835,Domingos Duarte,https://cdn.sofifa.net/players/234/835/22_120.png,Defender,Granada CF,Right,2023.0
235353,I. Sarr,https://cdn.sofifa.net/players/235/353/22_120.png,Midfielder,Watford,Right,2024.0
236045,Reinildo,https://cdn.sofifa.net/players/236/045/22_120.png,Defender,LOSC Lille,Left,2022.0
236355,Luiz Felipe,https://cdn.sofifa.net/players/236/355/22_120.png,Defender,Lazio,Right,2022.0
236791,A. Barák,https://cdn.sofifa.net/players/236/791/22_120.png,Forward,Hellas Verona,Left,2024.0
237678,I. Konaté,https://cdn.sofifa.net/players/237/678/22_120.png,Defender,Liverpool,Right,2026.0
238067,N. Zaniolo,https://cdn.sofifa.net/players/238/067/22_120.png,Midfielder,Roma,Left,2024.0
238463,A. Haidara,https://cdn.sofifa.net/players/238/463/22_120.png,Midfielder,RB Leipzig,Right,2025.0
238476,D. Zagadou,https://cdn.sofifa.net/players/238/476/22_120.png,Defender,Borussia Dortmund,Left,2022.0
238616,Pedro Neto,https://cdn.sofifa.net/players/238/616/22_120.png,Midfielder,Wolverhampton Wanderers,Left,2025.0
239613,M. Pessina,https://cdn.sofifa.net/players/239/613/22_120.png,Midfielder,Atalanta,Left,2025.0
239817,B. Soumaré,https://cdn.sofifa.net/players/239/817/22_120.png,Midfielder,Leicester City,Right,2026.0
240753,A. Gouiri,https://cdn.sofifa.net/players/240/753/22_120.png,Forward,OGC Nice,Right,2024.0
241184,Junior Firpo,https://cdn.sofifa.net/players/241/184/22_120.png,Defender,Leeds United,Left,2025.0
241727,P. Rajković,https://cdn.sofifa.net/players/241/727/22_120.png,Goalkeeper,Stade de Reims,Right,2023.0
242187,C. Baumgartner,https://cdn.sofifa.net/players/242/187/22_120.png,Midfielder,TSG Hoffenheim,Right,2025.0
242201,Luis Milla,https://cdn.sofifa.net/players/242/201/22_120.png,Midfielder,Granada CF,Right,2024.0
243559,De Frutos,https://cdn.sofifa.net/players/243/559/22_120.png,Midfielder,Levante Unión Deportiva,Right,2025.0
243630,J. David,https://cdn.sofifa.net/players/243/630/22_120.png,Forward,LOSC Lille,Right,2025.0
244253,U. Račić,https://cdn.sofifa.net/players/244/253/22_120.png,Midfielder,Valencia CF,Right,2024.0
244622,Puado,https://cdn.sofifa.net/players/244/622/22_120.png,Midfielder,RCD Espanyol de Barcelona,Right,2025.0
245630,Y. Fofana,https://cdn.sofifa.net/players/245/630/22_120.png,Midfielder,AS Monaco,Right,2024.0
246147,M. Greenwood,https://cdn.sofifa.net/players/246/147/22_120.png,Midfielder,Manchester United,Left,2025.0
246430,D. Vlahović,https://cdn.sofifa.net/players/246/430/22_120.png,Forward,Fiorentina,Left,2023.0
246646,M. Caqueret,https://cdn.sofifa.net/players/246/646/22_120.png,Midfielder,Olympique Lyonnais,Right,2023.0
246844,Carlos Neva,https://cdn.sofifa.net/players/246/844/22_120.png,Defender,Granada CF,Left,2025.0
248243,E. Camavinga,https://cdn.sofifa.net/players/248/243/22_120.png,Midfielder,Real Madrid CF,Left,2027.0
248695,W. Fofana,https://cdn.sofifa.net/players/248/695/22_120.png,Defender,Leicester City,Right,2025.0
252145,Nuno Mendes,https://cdn.sofifa.net/players/252/145/22_120.png,Defender,Paris Saint-Germain,Left,2022.0
256630,F. Wirtz,https://cdn.sofifa.net/players/256/630/22_120.png,Midfielder,Bayer 04 Leverkusen,Right,2026.0
146748,Diego López,https://cdn.sofifa.net/players/146/748/22_120.png,Goalkeeper,RCD Espanyol de Barcelona,Right,2022.0
146758,Soldado,https://cdn.sofifa.net/players/146/758/22_120.png,Forward,Levante Unión Deportiva,Right,2023.0
154472,Jorge Molina,https://cdn.sofifa.net/players/154/472/22_120.png,Forward,Granada CF,Right,2022.0
165109,Ș. Radu,https://cdn.sofifa.net/players/165/109/22_120.png,Defender,Lazio,Left,2022.0
170597,T. Krul,https://cdn.sofifa.net/players/170/597/22_120.png,Goalkeeper,Norwich City,Left,2024.0
173608,Joselu,https://cdn.sofifa.net/players/173/608/22_120.png,Forward,Deportivo Alavés,Right,2022.0
176600,K. Gameiro,https://cdn.sofifa.net/players/176/600/22_120.png,Forward,RC Strasbourg Alsace,Right,2023.0
179789,D. Da Silva,https://cdn.sofifa.net/players/179/789/22_120.png,Defender,Olympique Lyonnais,Right,2023.0
181098,M. Hasebe,https://cdn.sofifa.net/players/181/098/22_120.png,Midfielder,Eintracht Frankfurt,Right,2022.0
181820,S. Jovetić,https://cdn.sofifa.net/players/181/820/22_120.png,Forward,Hertha BSC,Right,2024.0
183353,Víctor Díaz,https://cdn.sofifa.net/players/183/353/22_120.png,Defender,Granada CF,Right,2022.0
183899,P. Piatti,https://cdn.sofifa.net/players/183/899/22_120.png,Midfielder,Elche CF,Left,2023.0
188103,Rochina,https://cdn.sofifa.net/players/188/103/22_120.png,Midfielder,Granada CF,Left,2023.0
188988,M. Lanzini,https://cdn.sofifa.net/players/188/988/22_120.png,Midfielder,West Ham United,Right,2023.0
189250,S. Rondón,https://cdn.sofifa.net/players/189/250/22_120.png,Forward,Everton,Right,2023.0
189472,Aridane,https://cdn.sofifa.net/players/189/472/22_120.png,Defender,CA Osasuna,Right,2023.0
190143,Cote,https://cdn.sofifa.net/players/190/143/22_120.png,Defender,CA Osasuna,Left,2023.0
190149,De Marcos,https://cdn.sofifa.net/players/190/149/22_120.png,Defender,Athletic Club de Bilbao,Right,2022.0
190432,Oier,https://cdn.sofifa.net/players/190/432/22_120.png,Midfielder,CA Osasuna,Right,2022.0
