sofifa_id,short_name,Positions,overall,potential,value_eur,wage_eur,age,height_cm,weak_foot,skill_moves,release_clause_eur,pace,shooting,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
228881,D. Calabria,Defender,78,81,18000000.0,31000.0,24,177,3,3,32000000.0,77.0,50.0,73.0,76.0,72.0,76,40,64,72,58,70,74,48,66,72,79,76,81,76,79,62,72,79,65,58,80,77,48,54,48,74,77,79,77,8,14,15,12,7,0.0
229909,A. Lunev,Goalkeeper,78,79,11000000.0,39000.0,29,190,3,1,19500000.0,0.0,0.0,0.0,0.0,0.0,16,14,17,25,13,15,18,17,32,17,58,54,36,76,50,49,60,27,70,13,26,20,11,63,15,69,18,20,12,79,73,65,77,82,56.0
231340,G. Montiel,Defender,78,84,21000000.0,23000.0,24,175,3,3,48300000.0,86.0,53.0,74.0,73.0,81.0,72,41,71,76,41,71,59,39,66,75,87,85,82,75,71,65,80,93,73,59,87,73,77,70,75,75,73,73,73,6,10,11,5,6,0.0
231352,T. Abraham,Forward,78,86,31500000.0,49000.0,23,196,3,3,59900000.0,70.0,78.0,72.0,31.0,70.0,50,82,80,77,77,72,50,42,46,77,61,77,61,79,53,78,70,69,79,68,49,22,80,67,74,73,35,23,15,12,7,8,13,13,0.0
231410,Brahim,Midfielder,78,86,31500000.0,30000.0,21,171,5,4,59900000.0,78.0,69.0,82.0,30.0,50.0,66,69,30,83,55,82,74,61,74,83,82,74,89,72,91,70,66,67,44,71,41,30,73,78,58,69,40,23,21,13,9,13,10,6,0.0
231691,A. Lafont,Goalkeeper,78,83,17500000.0,18000.0,22,196,3,1,36300000.0,0.0,0.0,0.0,0.0,0.0,13,6,13,54,9,14,13,12,38,10,48,45,60,69,53,52,73,40,70,9,20,17,4,47,16,59,20,14,12,80,76,69,74,82,47.0
231887,Y. Yazıcı,Forward,78,82,20500000.0,36000.0,24,185,4,4,40500000.0,67.0,76.0,80.0,47.0,72.0,77,74,68,81,72,82,82,76,75,82,63,70,73,76,69,81,55,76,72,80,71,40,77,79,69,78,38,54,45,10,12,5,13,7,0.0
232080,J. Harrison,Midfielder,78,84,22000000.0,66000.0,24,175,3,4,46200000.0,83.0,71.0,79.0,42.0,68.0,76,71,45,73,62,79,70,56,62,78,84,82,82,75,81,75,63,85,65,68,57,36,75,76,64,73,42,43,44,11,8,10,6,11,0.0
232487,W. Endo,Midfielder,78,79,13500000.0,29000.0,28,178,4,3,25300000.0,66.0,61.0,75.0,78.0,73.0,55,57,74,79,26,72,43,46,77,80,73,60,71,73,76,71,89,80,65,68,78,78,54,75,62,80,80,78,74,9,13,7,11,5,0.0
233486,R. Le Normand,Defender,78,83,19000000.0,26000.0,24,187,3,2,41300000.0,66.0,25.0,56.0,80.0,74.0,35,19,83,77,25,52,29,25,62,67,62,70,38,68,53,40,84,60,82,22,68,80,21,31,34,58,82,77,78,9,13,14,15,10,0.0
234060,Y. Herrera,Midfielder,78,84,22000000.0,90000.0,23,184,3,3,0.0,63.0,70.0,75.0,77.0,74.0,57,71,68,83,54,76,56,51,82,80,62,64,61,74,65,75,75,73,72,71,79,78,70,76,59,69,76,80,78,6,7,9,14,8,0.0
234835,Domingos Duarte,Defender,78,82,17500000.0,24000.0,26,190,3,2,38100000.0,56.0,35.0,54.0,80.0,78.0,54,30,80,78,27,48,27,27,56,64,55,56,36,79,43,50,60,74,81,31,82,80,40,44,45,64,78,81,80,9,9,14,14,13,0.0
235353,I. Sarr,Midfielder,78,86,31000000.0,53000.0,23,185,2,4,65100000.0,94.0,76.0,80.0,22.0,67.0,68,75,44,69,76,82,78,55,59,79,94,94,78,76,74,82,48,73,71,78,53,17,73,68,58,78,25,16,21,14,13,7,6,9,0.0
236045,Reinildo,Defender,78,79,15000000.0,34000.0,27,180,3,3,29600000.0,77.0,54.0,73.0,76.0,78.0,71,55,74,72,51,73,67,35,57,75,74,79,70,75,71,58,77,82,75,46,79,75,70,60,40,69,74,79,77,6,8,13,15,7,0.0
236355,Luiz Felipe,Defender,78,85,26000000.0,44000.0,24,187,4,3,49400000.0,73.0,29.0,68.0,80.0,72.0,53,22,74,72,32,69,31,35,66,71,70,75,65,78,46,44,80,58,74,26,81,82,28,58,44,58,81,79,79,14,8,13,10,9,0.0
236791,A. Barák,Forward,78,81,18500000.0,33000.0,26,190,3,4,32800000.0,66.0,76.0,78.0,62.0,72.0,73,74,68,82,64,81,70,66,76,82,68,64,68,75,59,81,55,84,73,78,58,62,78,79,66,78,59,64,60,14,15,10,12,11,0.0
237678,I. Konaté,Defender,78,86,29500000.0,73000.0,22,194,2,3,60500000.0,71.0,34.0,67.0,80.0,76.0,38,29,77,75,28,67,32,27,69,69,67,75,60,71,54,45,74,61,83,31,77,78,37,51,41,74,76,85,79,9,7,9,9,15,0.0
238067,N. Zaniolo,Midfielder,78,87,31500000.0,38000.0,21,190,3,3,59900000.0,83.0,74.0,80.0,61.0,82.0,64,76,60,77,60,80,65,60,68,81,82,84,78,78,81,79,65,74,88,72,80,60,80,76,60,70,64,59,58,8,11,11,13,5,0.0
238463,A. Haidara,Midfielder,78,83,21000000.0,58000.0,23,175,2,3,37300000.0,70.0,72.0,80.0,68.0,70.0,74,69,50,80,61,81,75,62,75,81,74,67,78,78,75,77,76,81,65,77,69,76,74,77,62,76,68,69,62,7,11,8,7,10,0.0
238476,D. Zagadou,Defender,78,84,20500000.0,42000.0,22,196,3,2,39000000.0,59.0,34.0,52.0,80.0,80.0,46,26,77,75,25,51,37,25,74,52,51,66,39,72,34,66,64,65,92,25,75,77,31,59,30,78,77,86,80,9,13,5,14,14,0.0
238616,Pedro Neto,Midfielder,78,85,28500000.0,62000.0,21,172,4,4,59900000.0,87.0,74.0,81.0,31.0,59.0,70,76,49,75,65,83,66,51,56,80,86,87,86,75,86,76,52,72,56,74,53,41,76,73,62,64,32,23,17,6,13,7,12,6,0.0
239613,M. Pessina,Midfielder,78,85,28000000.0,42000.0,24,183,2,3,53200000.0,70.0,70.0,78.0,67.0,72.0,70,76,63,80,59,78,52,45,74,81,70,70,79,78,65,66,59,83,68,66,70,68,81,80,56,76,67,68,67,13,9,7,13,7,0.0
239817,B. Soumaré,Midfielder,78,85,27000000.0,68000.0,22,188,3,3,56700000.0,70.0,56.0,77.0,72.0,80.0,65,51,60,79,53,78,65,53,78,79,71,69,69,77,69,64,71,83,81,58,77,75,70,78,52,78,72,74,71,11,6,13,5,10,0.0
240753,A. Gouiri,Forward,78,85,29000000.0,29000.0,21,180,3,4,60900000.0,79.0,80.0,79.0,44.0,70.0,76,81,64,77,76,81,78,74,69,79,82,77,77,77,73,78,70,74,72,79,61,44,81,76,76,77,45,41,32,6,12,8,9,7,0.0
241184,Junior Firpo,Defender,78,82,18500000.0,59000.0,24,184,3,3,36500000.0,81.0,64.0,72.0,75.0,76.0,79,66,73,74,55,73,65,43,69,74,82,81,63,75,61,68,75,80,75,59,74,76,76,66,38,74,72,76,76,7,7,7,14,14,0.0
241727,P. Rajković,Goalkeeper,78,83,16500000.0,20000.0,25,191,2,1,34200000.0,0.0,0.0,0.0,0.0,0.0,13,9,13,26,8,8,14,10,25,18,30,18,32,73,29,56,35,26,66,10,25,10,4,42,20,32,11,10,10,77,76,74,79,81,25.0
242187,C. Baumgartner,Midfielder,78,84,22500000.0,27000.0,21,180,3,3,42800000.0,80.0,72.0,80.0,44.0,56.0,62,75,65,79,74,82,65,52,75,79,82,78,79,77,79,73,63,67,49,63,58,34,75,78,65,75,31,54,49,10,11,9,14,11,0.0
242201,Luis Milla,Midfielder,78,82,17500000.0,24000.0,26,175,3,3,38100000.0,72.0,70.0,74.0,74.0,75.0,72,67,48,80,51,71,71,73,75,78,76,69,72,77,77,76,71,86,72,72,72,78,75,74,73,80,77,77,73,12,13,8,10,10,0.0
243559,De Frutos,Midfielder,78,84,22000000.0,26000.0,24,176,4,4,50600000.0,83.0,70.0,81.0,37.0,59.0,77,70,55,74,59,83,77,56,68,81,85,81,80,70,79,79,65,76,49,67,60,35,70,79,58,79,45,29,23,13,8,12,14,14,0.0
243630,J. David,Forward,78,86,32000000.0,31000.0,21,177,5,3,67200000.0,85.0,76.0,78.0,25.0,70.0,67,80,72,78,71,79,58,48,70,78,83,87,77,74,71,75,86,85,75,70,33,17,80,73,75,81,21,21,19,7,7,11,7,7,0.0
244253,U. Račić,Midfielder,78,85,28000000.0,31000.0,23,193,4,3,64400000.0,66.0,75.0,74.0,78.0,81.0,70,72,75,80,66,74,70,55,77,81,60,70,62,76,57,80,75,79,87,78,68,76,73,76,72,75,77,81,74,11,12,9,14,7,0.0
244622,Puado,Midfielder,78,85,28000000.0,19000.0,23,177,4,4,64400000.0,83.0,76.0,80.0,45.0,73.0,70,77,77,75,70,80,60,35,64,80,84,83,84,76,77,78,81,83,69,75,66,40,77,67,70,76,45,40,35,8,9,11,8,13,0.0
245630,Y. Fofana,Midfielder,78,83,21500000.0,43000.0,22,176,3,3,42500000.0,71.0,67.0,77.0,74.0,78.0,66,64,58,79,46,77,66,48,77,78,71,71,72,79,77,76,62,84,76,69,77,79,74,77,64,76,74,79,69,12,7,12,5,9,0.0
246147,M. Greenwood,Midfielder,78,89,30500000.0,56000.0,19,181,5,3,62500000.0,84.0,78.0,79.0,39.0,68.0,72,77,65,76,68,81,75,65,69,78,83,84,81,77,76,83,67,74,69,78,59,34,79,73,67,76,35,39,33,5,6,6,9,8,0.0
246430,D. Vlahović,Forward,78,85,29000000.0,43000.0,21,190,3,3,55100000.0,75.0,78.0,73.0,28.0,76.0,50,83,75,68,68,74,66,37,50,80,73,76,61,78,52,78,68,79,82,70,58,22,82,60,74,68,18,26,24,5,15,6,11,10,0.0
246646,M. Caqueret,Midfielder,78,86,31500000.0,44000.0,21,174,3,3,66200000.0,73.0,58.0,81.0,72.0,69.0,54,55,42,81,49,80,66,52,77,80,76,71,87,78,85,63,48,86,57,59,83,77,69,79,53,78,73,78,67,8,5,12,5,15,0.0
246844,Carlos Neva,Defender,78,83,19000000.0,23000.0,25,174,2,3,41300000.0,78.0,52.0,74.0,75.0,68.0,80,48,65,71,37,74,54,35,52,74,79,78,76,74,68,65,57,80,62,50,69,76,68,51,48,66,75,78,76,8,11,9,6,12,0.0
248243,E. Camavinga,Midfielder,78,89,29500000.0,44000.0,18,182,3,4,66400000.0,72.0,65.0,80.0,75.0,77.0,70,62,64,81,59,80,72,59,77,81,73,71,80,78,76,72,70,80,76,64,77,76,73,77,62,81,75,78,76,12,6,8,12,12,0.0
248695,W. Fofana,Defender,78,86,29000000.0,57000.0,20,190,3,2,60900000.0,74.0,37.0,64.0,80.0,78.0,39,29,74,69,40,61,39,38,66,67,68,79,61,75,58,48,78,73,80,37,79,83,42,47,48,70,79,80,78,14,12,9,14,6,0.0
252145,Nuno Mendes,Defender,78,88,29000000.0,8000.0,19,176,4,3,0.0,85.0,57.0,74.0,74.0,72.0,74,45,67,71,54,72,66,59,68,75,82,88,82,76,76,80,71,81,69,63,67,75,72,59,45,75,73,76,73,7,8,8,12,15,0.0
256630,F. Wirtz,Midfielder,78,89,29500000.0,18000.0,18,176,4,4,56100000.0,72.0,68.0,83.0,51.0,59.0,71,70,39,80,63,85,75,54,73,83,76,68,85,68,81,66,52,78,50,65,60,45,74,83,60,80,54,54,52,14,14,13,6,10,0.0
146748,Diego López,Goalkeeper,77,77,1200000.0,9000.0,39,196,3,1,2500000.0,0.0,0.0,0.0,0.0,0.0,11,12,10,28,14,11,10,11,23,25,45,43,44,73,40,53,66,40,73,11,40,16,11,55,21,65,16,13,14,73,76,71,79,75,44.0
146758,Soldado,Forward,77,77,3600000.0,23000.0,36,180,4,3,7600000.0,53.0,79.0,74.0,44.0,69.0,66,82,78,79,80,73,70,66,58,82,54,52,62,79,59,78,75,49,72,74,83,41,84,74,79,76,38,41,40,13,13,14,9,6,0.0
154472,Jorge Molina,Forward,77,77,3600000.0,19000.0,39,188,4,3,7600000.0,36.0,81.0,68.0,41.0,70.0,52,81,80,78,81,71,62,59,57,76,33,39,34,84,32,87,46,33,88,75,77,41,85,72,79,79,45,32,19,6,14,8,13,14,0.0
165109,Ș. Radu,Defender,77,77,3400000.0,48000.0,34,183,3,3,5800000.0,61.0,64.0,68.0,82.0,73.0,67,55,70,71,51,66,45,48,67,69,63,60,67,80,67,79,62,81,70,74,75,86,55,60,57,76,82,82,82,9,12,12,6,13,0.0
170597,T. Krul,Goalkeeper,77,77,3400000.0,27000.0,33,188,2,1,6800000.0,0.0,0.0,0.0,0.0,0.0,13,11,19,32,16,13,13,15,29,25,43,35,48,72,42,53,72,36,63,14,36,19,8,52,42,52,14,17,14,77,75,71,77,79,40.0
173608,Joselu,Forward,77,77,9000000.0,27000.0,31,192,3,3,19800000.0,55.0,78.0,72.0,30.0,70.0,58,81,81,78,74,75,73,62,58,78,56,54,60,79,34,78,80,63,76,73,63,25,80,68,74,66,23,27,20,11,11,8,15,7,0.0
176600,K. Gameiro,Forward,77,77,5000000.0,27000.0,34,172,4,3,10000000.0,83.0,77.0,75.0,41.0,67.0,69,76,67,79,76,73,74,70,69,77,82,84,79,76,73,82,83,69,64,73,66,38,81,75,81,78,44,33,39,6,10,8,8,6,0.0
179789,D. Da Silva,Defender,77,77,5000000.0,51000.0,33,184,4,2,9500000.0,50.0,37.0,55.0,78.0,78.0,49,25,80,75,36,42,38,31,74,69,40,58,55,72,59,57,81,73,79,41,81,78,39,40,43,73,79,78,77,6,8,12,16,11,0.0
181098,M. Hasebe,Midfielder,77,77,2100000.0,19000.0,37,180,3,3,3600000.0,51.0,51.0,71.0,76.0,62.0,70,45,60,78,56,66,68,63,78,78,51,51,65,74,70,55,67,60,62,52,63,80,60,69,61,85,82,74,71,10,12,10,15,9,0.0
181820,S. Jovetić,Forward,77,77,9000000.0,47000.0,31,183,4,3,15300000.0,65.0,79.0,79.0,35.0,60.0,72,77,74,80,79,79,84,74,64,81,64,65,77,77,66,82,73,45,70,79,50,30,79,80,78,78,31,32,30,9,7,5,9,10,0.0
183353,Víctor Díaz,Defender,77,77,5500000.0,22000.0,33,184,3,3,11600000.0,71.0,56.0,67.0,75.0,75.0,77,56,76,73,35,65,65,51,55,72,71,71,62,75,54,67,87,79,71,54,75,76,62,65,42,64,71,77,77,10,12,5,9,8,0.0
183899,P. Piatti,Midfielder,77,77,8500000.0,22000.0,32,163,2,3,17900000.0,82.0,74.0,78.0,47.0,56.0,77,74,71,76,71,80,78,58,70,75,85,79,78,75,88,75,76,66,47,76,63,51,77,75,64,70,52,35,38,10,8,13,8,10,0.0
188103,Rochina,Midfielder,77,77,10000000.0,24000.0,30,182,2,4,21000000.0,70.0,77.0,81.0,54.0,68.0,69,74,54,78,68,82,81,77,81,82,71,70,74,73,77,83,63,67,71,83,65,53,73,82,67,82,51,57,53,7,16,11,13,13,0.0
188988,M. Lanzini,Midfielder,77,77,10500000.0,64000.0,28,167,3,4,20000000.0,71.0,72.0,81.0,32.0,42.0,74,70,52,79,61,82,76,76,77,80,76,66,84,72,89,76,75,53,31,75,48,27,73,77,73,76,27,36,25,14,9,6,7,15,0.0
189250,S. Rondón,Forward,77,77,9000000.0,77000.0,31,186,4,3,17100000.0,69.0,76.0,71.0,32.0,81.0,59,76,82,73,75,70,62,74,53,72,66,71,64,76,83,85,77,74,87,69,76,26,80,69,65,76,29,28,18,13,13,7,5,14,0.0
189472,Aridane,Defender,77,77,7000000.0,26000.0,32,186,3,2,14700000.0,56.0,36.0,55.0,76.0,84.0,45,26,80,67,40,40,47,46,53,68,50,60,67,72,51,66,87,78,89,31,78,76,35,47,31,66,75,76,77,15,12,9,11,8,0.0
190143,Cote,Defender,77,77,7500000.0,26000.0,31,182,3,3,15800000.0,67.0,54.0,73.0,77.0,69.0,81,46,75,76,42,74,75,71,69,75,67,67,66,77,66,69,68,69,67,59,72,78,70,68,45,71,75,78,76,12,13,10,16,13,0.0
190149,De Marcos,Defender,77,77,7500000.0,25000.0,32,182,3,4,15800000.0,82.0,64.0,76.0,70.0,78.0,76,64,59,79,57,75,77,53,68,78,81,82,75,75,78,73,77,87,73,56,77,73,73,70,55,75,72,70,72,8,6,13,15,9,0.0
190432,Oier,Midfielder,77,77,3000000.0,19000.0,35,178,2,2,6300000.0,61.0,64.0,69.0,74.0,74.0,64,62,59,78,44,65,61,45,77,77,63,60,65,69,68,73,78,73,73,65,78,76,69,75,56,61,73,78,75,10,7,6,6,5,0.0
190875,J. Kucka,Midfielder,77,77,4900000.0,33000.0,34,186,4,3,0.0,58.0,74.0,74.0,77.0,87.0,68,68,75,76,69,75,68,69,76,77,60,57,68,79,54,85,90,86,87,79,86,78,75,73,71,75,77,77,78,14,8,9,15,8,0.0
192816,L. Cabrera,Defender,77,77,8500000.0,19000.0,30,190,2,2,17900000.0,59.0,45.0,58.0,78.0,82.0,63,40,78,63,30,54,50,40,63,60,63,56,63,75,50,67,86,76,83,40,84,77,40,50,50,58,78,78,78,10,16,10,15,16,0.0
193254,C. Trimmel,Defender,77,77,3900000.0,29000.0,34,189,3,3,7000000.0,72.0,65.0,68.0,74.0,80.0,87,61,72,70,57,69,73,63,72,69,64,79,62,73,55,75,59,82,81,65,78,76,66,67,60,70,74,75,69,16,8,6,8,15,0.0
193290,M. Braithwaite,Forward,77,77,10500000.0,120000.0,30,177,4,4,21500000.0,80.0,76.0,79.0,35.0,74.0,68,78,67,75,75,78,71,75,65,81,79,80,81,77,70,77,81,76,75,71,69,31,78,74,73,76,35,30,26,14,13,11,7,8,0.0
193601,G. Pezzella,Defender,77,77,8500000.0,22000.0,30,186,3,2,17900000.0,54.0,49.0,57.0,79.0,73.0,40,48,80,64,40,54,46,25,56,65,55,53,33,69,49,54,81,57,77,50,79,78,47,22,35,72,78,81,77,7,9,13,10,15,0.0
194229,Hugo Mallo,Defender,77,77,9000000.0,22000.0,30,173,3,3,18900000.0,66.0,39.0,67.0,74.0,74.0,78,28,65,71,28,62,69,38,61,71,63,69,74,80,63,67,79,82,69,39,76,78,46,64,23,70,69,77,77,14,9,7,9,15,0.0
194806,C. Dawson,Defender,77,77,7000000.0,56000.0,31,188,2,2,13300000.0,51.0,47.0,57.0,79.0,76.0,65,49,82,66,29,48,45,24,62,67,48,53,56,76,50,57,82,72,78,30,76,80,56,51,66,69,79,78,77,7,8,7,7,5,0.0
194932,A. Townsend,Midfielder,77,77,10500000.0,74000.0,29,178,4,4,20000000.0,77.0,74.0,79.0,38.0,67.0,78,69,48,75,72,81,80,78,70,79,78,77,79,75,77,83,44,74,62,76,76,37,74,76,76,72,41,35,34,13,11,11,11,13,0.0
195093,Willian José,Forward,77,77,10500000.0,35000.0,29,189,4,4,0.0,62.0,78.0,74.0,40.0,80.0,54,78,80,75,73,75,68,60,50,79,59,65,65,78,38,82,79,68,88,74,75,35,80,76,76,77,40,32,30,15,14,16,15,8,0.0
195272,M. Faraoni,Defender,77,77,9500000.0,27000.0,29,180,3,3,16200000.0,74.0,71.0,74.0,70.0,76.0,75,66,65,76,74,74,73,68,72,77,75,73,65,74,79,76,71,84,72,75,77,70,77,67,66,71,70,72,73,11,8,13,12,15,0.0
197083,D. Caligiuri,Midfielder,77,77,6500000.0,26000.0,33,182,4,3,11700000.0,66.0,74.0,75.0,71.0,76.0,85,73,63,76,71,75,80,79,73,75,67,66,74,77,67,76,77,82,75,74,72,72,75,75,80,74,71,73,68,12,10,13,6,14,0.0
197948,F. Lejeune,Defender,77,77,8500000.0,23000.0,30,189,3,2,18700000.0,45.0,57.0,66.0,78.0,76.0,51,50,76,77,42,62,47,41,70,73,46,45,53,78,54,75,77,58,82,66,81,81,46,46,43,77,80,76,74,11,15,15,12,7,0.0
198118,J. Guilavogui,Midfielder,77,77,9000000.0,50000.0,30,188,3,2,15300000.0,67.0,59.0,65.0,80.0,78.0,52,49,83,75,49,63,42,53,73,70,61,72,53,77,50,78,75,74,80,66,80,83,61,65,50,75,79,77,80,14,8,14,10,15,0.0
199005,M. Ryan,Goalkeeper,77,79,8500000.0,25000.0,29,184,4,1,18500000.0,0.0,0.0,0.0,0.0,0.0,23,11,14,40,15,13,23,12,45,24,53,52,53,71,50,62,78,34,65,18,36,23,10,68,25,64,10,20,17,77,75,82,76,79,53.0
199641,M. Sels,Goalkeeper,77,79,8500000.0,20000.0,29,190,2,1,17600000.0,0.0,0.0,0.0,0.0,0.0,16,16,14,38,19,19,17,17,32,33,37,35,36,74,34,56,70,26,67,18,29,17,18,49,22,62,14,15,14,76,75,75,76,76,36.0
200110,M. Bizot,Goalkeeper,77,78,8000000.0,16000.0,30,193,2,1,16600000.0,0.0,0.0,0.0,0.0,0.0,20,15,16,28,13,12,20,15,33,32,45,47,50,79,40,52,67,32,64,14,39,17,13,47,36,47,11,12,14,80,74,69,75,77,46.0
200215,S. Rode,Midfielder,77,77,9000000.0,26000.0,30,179,3,3,15300000.0,60.0,64.0,73.0,76.0,77.0,67,61,64,76,55,72,56,52,74,75,69,52,69,76,74,73,76,76,74,68,85,79,69,72,51,78,77,77,75,9,8,14,7,11,0.0
200536,N. Schulz,Defender,77,77,9500000.0,48000.0,28,181,2,3,16200000.0,86.0,51.0,73.0,72.0,77.0,77,48,60,73,49,73,59,42,73,73,82,90,71,75,73,65,63,77,79,40,75,76,72,75,56,74,72,73,74,13,9,15,7,14,0.0
201325,C. Tătărușanu,Goalkeeper,77,77,1200000.0,18000.0,35,198,3,1,2000000.0,0.0,0.0,0.0,0.0,0.0,13,15,15,36,11,16,11,11,36,19,46,43,51,74,38,56,65,42,73,12,33,26,13,47,16,44,12,15,12,77,74,74,78,78,45.0
201377,J. Murillo,Defender,77,78,9500000.0,20000.0,29,184,3,2,0.0,73.0,40.0,64.0,77.0,78.0,56,37,75,67,54,58,38,26,66,63,71,74,76,73,70,68,88,69,78,13,88,79,45,58,46,75,73,80,78,14,13,8,11,14,0.0
201454,F. Ghoulam,Defender,77,77,9000000.0,51000.0,30,184,4,3,15300000.0,71.0,64.0,76.0,75.0,69.0,83,54,68,77,52,78,77,68,74,78,66,75,70,71,62,80,71,74,65,69,74,74,69,69,76,75,75,77,77,12,7,8,8,13,0.0
201505,David López,Defender,77,77,7000000.0,19000.0,31,183,3,2,14700000.0,56.0,58.0,65.0,78.0,76.0,55,50,78,75,55,63,50,45,70,74,57,55,45,72,55,77,78,65,80,60,77,78,60,69,50,70,78,77,76,9,12,7,11,15,0.0
202282,S. Armstrong,Midfielder,77,77,10500000.0,54000.0,29,183,4,3,20000000.0,73.0,77.0,76.0,65.0,72.0,72,76,66,77,62,77,75,74,74,76,72,73,77,77,65,80,71,83,68,82,69,69,76,75,64,70,63,67,60,14,8,13,11,13,0.0
202371,T. Meunier,Defender,77,77,9500000.0,48000.0,29,191,4,3,16200000.0,73.0,74.0,72.0,73.0,80.0,77,70,72,71,77,75,75,56,72,73,67,77,63,72,47,80,72,83,83,77,73,75,75,71,65,74,69,75,80,8,13,15,6,9,0.0
202493,Aleix Vidal,Defender,77,77,7500000.0,19000.0,31,177,4,3,15800000.0,81.0,67.0,78.0,72.0,70.0,76,68,63,79,48,79,71,54,68,79,80,82,75,77,73,81,76,68,66,59,80,76,69,71,51,73,75,70,74,8,7,8,12,12,0.0
202562,J. Roussillon,Defender,77,77,9500000.0,52000.0,28,175,3,3,16200000.0,88.0,65.0,78.0,73.0,73.0,74,63,64,72,57,78,75,56,72,78,87,88,77,77,81,75,71,75,72,65,72,76,69,71,51,77,73,73,71,9,7,13,8,15,0.0
202789,A. Schwolow,Goalkeeper,77,79,8500000.0,34000.0,29,190,3,1,15100000.0,0.0,0.0,0.0,0.0,0.0,9,12,12,26,11,15,13,16,23,23,36,39,40,79,42,50,72,31,67,15,26,13,10,36,22,34,16,17,9,76,75,66,76,80,37.0
202851,G. Defrel,Midfielder,77,77,10000000.0,33000.0,30,179,3,3,17000000.0,82.0,77.0,81.0,36.0,51.0,70,77,68,67,75,83,67,69,60,82,85,80,80,75,72,79,42,49,53,78,53,37,79,75,69,75,50,15,18,14,15,11,12,7,0.0
203177,D. Foulquier,Defender,77,77,9500000.0,32000.0,28,183,3,3,20000000.0,77.0,63.0,73.0,73.0,77.0,74,63,68,75,45,76,58,40,69,74,76,78,67,76,62,74,74,81,78,56,70,74,72,66,49,68,73,75,74,11,7,6,10,14,0.0
203487,J. Lascelles,Defender,77,80,12000000.0,37000.0,27,188,3,2,23700000.0,58.0,35.0,56.0,77.0,79.0,46,34,78,64,33,47,37,16,59,64,54,62,60,74,51,51,83,69,83,27,82,76,23,40,19,73,78,77,76,10,15,7,10,15,0.0
204876,Clerc,Defender,77,77,9500000.0,27000.0,29,182,2,3,20000000.0,87.0,58.0,76.0,70.0,73.0,77,56,57,73,48,77,75,56,64,74,84,89,77,73,73,64,73,85,72,59,62,73,72,68,50,73,71,72,72,7,14,11,10,14,0.0
206493,Y. Abdelhamid,Defender,77,77,5000000.0,25000.0,33,190,3,2,10000000.0,33.0,33.0,65.0,78.0,83.0,28,25,76,75,24,68,57,31,71,71,35,31,33,74,44,58,83,79,85,23,81,77,38,45,42,73,78,80,76,9,11,15,16,9,0.0
206652,Sergio Rico,Goalkeeper,77,79,9500000.0,49000.0,27,196,3,1,18300000.0,0.0,0.0,0.0,0.0,0.0,17,14,11,28,15,15,24,20,26,13,48,46,51,72,43,58,63,36,53,12,25,17,11,53,24,55,16,13,11,77,74,77,74,80,47.0
207421,L. Trossard,Midfielder,77,78,12500000.0,55000.0,26,172,4,4,24700000.0,82.0,76.0,80.0,30.0,61.0,74,76,62,75,74,79,81,69,73,77,89,76,92,72,85,76,78,71,60,79,47,18,75,74,75,80,30,31,18,14,8,11,7,7,0.0
207664,C. Bacca,Forward,77,77,5000000.0,26000.0,34,181,3,3,10500000.0,67.0,75.0,75.0,33.0,65.0,60,78,75,68,77,76,69,58,55,77,69,65,67,76,71,78,72,56,72,60,58,34,83,68,80,76,40,16,14,12,12,8,5,8,0.0
207791,Y. Poulsen,Forward,77,78,12500000.0,68000.0,27,192,3,3,22200000.0,82.0,70.0,73.0,56.0,81.0,68,74,85,73,75,75,70,42,53,75,80,84,69,80,54,73,83,86,78,58,83,51,81,69,58,72,53,59,32,6,11,15,14,8,0.0
207948,B. Traoré,Midfielder,77,78,12500000.0,57000.0,25,181,1,4,24700000.0,78.0,73.0,82.0,45.0,66.0,73,75,66,74,72,82,79,73,68,86,77,79,88,69,59,73,75,69,65,68,60,54,73,74,69,74,40,40,37,11,7,7,13,12,0.0
208004,J. Veltman,Defender,77,77,9000000.0,52000.0,29,184,4,2,17100000.0,64.0,49.0,69.0,79.0,76.0,70,50,74,74,38,66,40,34,73,72,64,64,66,77,66,60,78,75,74,41,82,79,55,55,42,78,78,82,77,7,10,6,9,11,0.0
208777,Óliver Torres,Midfielder,77,80,13500000.0,27000.0,26,175,4,3,29400000.0,63.0,67.0,82.0,63.0,54.0,73,66,52,81,63,83,80,64,77,84,67,59,78,76,77,69,52,74,42,68,61,67,74,80,65,81,65,63,58,7,7,14,6,8,0.0
