sofifa_id,short_name,value_eur,wage_eur,Positions,percentile,count,percentile_wage
241508,M. Damsgaard,23000000.0,16000.0,Midfielder,87.53,10,41.61
239433,N. Maksimović,23000000.0,30000.0,Midfielder,87.53,10,65.98
242187,C. Baumgartner,22500000.0,27000.0,Midfielder,87.19,6,62.29
199304,Danilo,22500000.0,83000.0,Defender,87.19,6,92.27
221491,N. Elvedi,22500000.0,26000.0,Defender,87.19,6,60.74
199564,Sergi Roberto,22500000.0,140000.0,Defender,87.19,6,97.48
241096,S. Tonali,22500000.0,25000.0,Midfielder,87.19,6,59.29
209297,Fred,22500000.0,120000.0,Midfielder,87.19,6,96.5
253163,R. Araujo,22000000.0,86000.0,Defender,86.99,16,92.77
225793,B. Godfrey,22000000.0,56000.0,Defender,86.99,16,84.61
193283,T. Delaney,22000000.0,34000.0,Midfielder,86.99,16,70.22
183512,Yuri Berchiche,22000000.0,35000.0,Defender,86.99,16,71.19
227928,Nélson Semedo,22000000.0,81000.0,Defender,86.99,16,91.8
245541,G. Reyna,22000000.0,18000.0,Midfielder,86.99,16,44.94
247257,Ibañez,22000000.0,37000.0,Defender,86.99,16,72.84
243559,De Frutos,22000000.0,26000.0,Midfielder,86.99,16,60.74
234060,Y. Herrera,22000000.0,90000.0,Midfielder,86.99,16,93.65
210455,Jonny,22000000.0,81000.0,Defender,86.99,16,91.8
232080,J. Harrison,22000000.0,66000.0,Midfielder,86.99,16,88.17
220673,R. Tapia,22000000.0,25000.0,Midfielder,86.99,16,59.29
168542,David Silva,22000000.0,44000.0,Midfielder,86.99,16,78.12
224490,Z. Çelik,22000000.0,32000.0,Defender,86.99,16,68.17
200888,Danilo Pereira,22000000.0,85000.0,Midfielder,86.99,16,92.67
203551,A. Florenzi,22000000.0,58000.0,Defender,86.99,16,85.48
190674,B. André,21500000.0,43000.0,Midfielder,86.45,13,77.18
222501,T. Castagne,21500000.0,84000.0,Defender,86.45,13,92.47
241202,P. Daka,21500000.0,78000.0,Forward,86.45,13,91.09
226851,B. Pavard,21500000.0,64000.0,Defender,86.45,13,87.6
234035,Odriozola,21500000.0,120000.0,Defender,86.45,13,96.5
245630,Y. Fofana,21500000.0,43000.0,Midfielder,86.45,13,77.18
235073,G. Kobel,21500000.0,36000.0,Goalkeeper,86.45,13,72.13
244892,S. Diop,21500000.0,35000.0,Midfielder,86.45,13,71.19
245037,Eric García,21500000.0,71000.0,Defender,86.45,13,89.24
231628,Rafa Mir,21500000.0,26000.0,Forward,86.45,13,60.74
236593,C. Stengs,21500000.0,28000.0,Midfielder,86.45,13,63.8
224179,Borja Iglesias,21500000.0,34000.0,Forward,86.45,13,70.22
193474,I. Gueye,21500000.0,88000.0,Midfielder,86.45,13,93.24
212151,T. Strakosha,21000000.0,48000.0,Goalkeeper,86.02,16,80.34
231340,G. Montiel,21000000.0,23000.0,Defender,86.02,16,55.8
201400,Rafinha,21000000.0,86000.0,Midfielder,86.02,16,92.77
210625,K. Mbabu,21000000.0,59000.0,Defender,86.02,16,85.98
184200,M. Arnautović,21000000.0,48000.0,Forward,86.02,16,80.34
237239,E. Bardhi,21000000.0,32000.0,Midfielder,86.02,16,68.17
199254,João Pedro,21000000.0,46000.0,Forward,86.02,16,79.26
221697,O. Watkins,21000000.0,67000.0,Forward,86.02,16,88.27
204525,Iñigo Martínez,21000000.0,33000.0,Defender,86.02,16,69.31
224196,R. Bensebaini,21000000.0,31000.0,Defender,86.02,16,67.09
184134,Fernando,21000000.0,43000.0,Midfielder,86.02,16,77.18
227535,R. Bentancur,21000000.0,61000.0,Midfielder,86.02,16,86.62
220253,Munir,21000000.0,33000.0,Midfielder,86.02,16,69.31
238463,A. Haidara,21000000.0,58000.0,Midfielder,86.02,16,85.48
224371,J. Bowen,21000000.0,57000.0,Midfielder,86.02,16,85.01
156519,H. Herrera,21000000.0,63000.0,Midfielder,86.02,16,87.23
202024,R. Freuler,20500000.0,58000.0,Midfielder,85.48,16,85.48
223952,David Soria,20500000.0,30000.0,Goalkeeper,85.48,16,65.98
217870,G. Di Lorenzo,20500000.0,63000.0,Defender,85.48,16,87.23
205686,T. Savanier,20500000.0,35000.0,Midfielder,85.48,16,71.19
238476,D. Zagadou,20500000.0,42000.0,Defender,85.48,16,76.5
207732,Roger,20500000.0,38000.0,Forward,85.48,16,73.58
231887,Y. Yazıcı,20500000.0,36000.0,Forward,85.48,16,72.13
175943,D. Mertens,20500000.0,105000.0,Forward,85.48,16,95.33
219953,Embarba,20500000.0,26000.0,Midfielder,85.48,16,60.74
211591,M. Dembélé,20500000.0,57000.0,Forward,85.48,16,85.01
188943,K. Trapp,20500000.0,31000.0,Goalkeeper,85.48,16,67.09
225719,K. Iheanacho,20500000.0,83000.0,Forward,85.48,16,92.27
228520,E. Ávila,20500000.0,36000.0,Forward,85.48,16,72.13
209981,Y. Bounou,20500000.0,29000.0,Goalkeeper,85.48,16,65.01
242656,I. Meslier,20500000.0,34000.0,Goalkeeper,85.48,16,70.22
181458,I. Perišić,20500000.0,105000.0,Midfielder,85.48,16,95.33
236496,M. Guendouzi,20000000.0,56000.0,Midfielder,84.94,10,84.61
202648,Sergi Darder,20000000.0,24000.0,Midfielder,84.94,10,57.58
189271,F. Coquelin,20000000.0,39000.0,Midfielder,84.94,10,74.18
186561,A. Ramsey,20000000.0,81000.0,Midfielder,84.94,10,91.8
207599,M. Keane,20000000.0,84000.0,Defender,84.94,10,92.47
236403,E. Ndicka,20000000.0,19000.0,Defender,84.94,10,47.23
227174,M. Cash,20000000.0,50000.0,Defender,84.94,10,81.51
226789,A. Fulgini,20000000.0,23000.0,Midfielder,84.94,10,55.8
193061,R. Pereyra,20000000.0,23000.0,Midfielder,84.94,10,55.8
227678,E. Konsa,20000000.0,50000.0,Defender,84.94,10,81.51
219809,T. Bakayoko,19500000.0,95000.0,Midfielder,84.61,5,94.32
205600,S. Umtiti,19500000.0,125000.0,Defender,84.61,5,96.74
236532,R. Koch,19500000.0,56000.0,Defender,84.61,5,84.61
220793,D. Sánchez,19500000.0,77000.0,Defender,84.61,5,90.89
201143,A. Mandi,19500000.0,37000.0,Defender,84.61,5,72.84
204884,B. Mendy,19000000.0,105000.0,Defender,84.44,11,95.33
233486,R. Le Normand,19000000.0,26000.0,Defender,84.44,11,60.74
206585,Kepa,19000000.0,76000.0,Goalkeeper,84.44,11,90.49
223724,S. Lainer,19000000.0,34000.0,Defender,84.44,11,70.22
193082,J. Cuadrado,19000000.0,95000.0,Defender,84.44,11,94.32
190941,L. Hrádecký,19000000.0,55000.0,Goalkeeper,84.44,11,84.0
244470,V. Coufal,19000000.0,73000.0,Defender,84.44,11,89.65
220883,R. Borré,19000000.0,32000.0,Forward,84.44,11,68.17
225263,D. Ćaleta-Car,19000000.0,31000.0,Defender,84.44,11,67.09
246844,Carlos Neva,19000000.0,23000.0,Defender,84.44,11,55.8
220523,Y. Mina,19000000.0,76000.0,Defender,84.44,11,90.49
203890,Š. Vrsaljko,18500000.0,56000.0,Defender,84.07,14,84.61
226766,Daniel Podence,18500000.0,79000.0,Midfielder,84.07,14,91.29
212404,F. Bernardeschi,18500000.0,77000.0,Midfielder,84.07,14,90.89
211748,K. Demirbay,18500000.0,55000.0,Midfielder,84.07,14,84.0
226221,Aritz Elustondo,18500000.0,34000.0,Defender,84.07,14,70.22
211022,Rubén García,18500000.0,33000.0,Midfielder,84.07,14,69.31
168651,I. Rakitić,18500000.0,39000.0,Midfielder,84.07,14,74.18
202477,Deulofeu,18500000.0,22000.0,Midfielder,84.07,14,53.61
228336,F. Grillitsch,18500000.0,35000.0,Midfielder,84.07,14,71.19
198784,A. Oxlade-Chamberlain,18500000.0,100000.0,Midfielder,84.07,14,94.79
236791,A. Barák,18500000.0,33000.0,Forward,84.07,14,69.31
216189,Capa,18500000.0,32000.0,Defender,84.07,14,68.17
213956,Adama Traoré,18500000.0,79000.0,Midfielder,84.07,14,91.29
241184,Junior Firpo,18500000.0,59000.0,Defender,84.07,14,85.98
215223,W. Benítez,18000000.0,32000.0,Goalkeeper,83.6,9,68.17
251566,Gabriel Martinelli,18000000.0,49000.0,Midfielder,83.6,9,81.21
223273,M. Pašalić,18000000.0,48000.0,Midfielder,83.6,9,80.34
201922,M. Hinteregger,18000000.0,34000.0,Defender,83.6,9,70.22
198009,M. Perin,18000000.0,64000.0,Goalkeeper,83.6,9,87.6
202325,D. Demme,18000000.0,66000.0,Midfielder,83.6,9,88.17
228881,D. Calabria,18000000.0,31000.0,Defender,83.6,9,67.09
178750,Sergio Asenjo,18000000.0,37000.0,Goalkeeper,83.6,9,72.84
206467,A. Plea,18000000.0,38000.0,Forward,83.6,9,73.58
190813,S. El Shaarawy,17500000.0,64000.0,Midfielder,83.29,27,87.6
210324,J. Hofmann,17500000.0,35000.0,Midfielder,83.29,27,71.19
253004,Ansu Fati,17500000.0,44000.0,Midfielder,83.29,27,78.12
200724,Nacho Fernández,17500000.0,140000.0,Defender,83.29,27,97.48
198141,Bartra,17500000.0,28000.0,Defender,83.29,27,63.8
199845,F. Acerbi,17500000.0,75000.0,Defender,83.29,27,90.22
214092,A. Miranchuk,17500000.0,46000.0,Midfielder,83.29,27,79.26
216320,S. Fofana,17500000.0,32000.0,Midfielder,83.29,27,68.17
187598,Rafael Tolói,17500000.0,51000.0,Defender,83.29,27,82.49
192123,C. Wood,17500000.0,48000.0,Forward,83.29,27,80.34
196978,C. Wilson,17500000.0,53000.0,Forward,83.29,27,83.39
208268,B. Cristante,17500000.0,47000.0,Midfielder,83.29,27,79.7
184344,L. Bonucci,17500000.0,110000.0,Defender,83.29,27,95.66
208165,B. Djimsiti,17500000.0,51000.0,Defender,83.29,27,82.49
208135,A. Doucouré,17500000.0,87000.0,Midfielder,83.29,27,92.97
212096,V. Grifo,17500000.0,35000.0,Midfielder,83.29,27,71.19
207494,J. Lingard,17500000.0,115000.0,Midfielder,83.29,27,96.0
209960,Pacheco,17500000.0,25000.0,Goalkeeper,83.29,27,59.29
231691,A. Lafont,17500000.0,18000.0,Goalkeeper,83.29,27,44.94
202335,E. Dier,17500000.0,81000.0,Defender,83.29,27,91.8
225508,E. Bailly,17500000.0,100000.0,Defender,83.29,27,94.79
202048,C. Coady,17500000.0,80000.0,Defender,83.29,27,91.43
201455,G. Kondogbia,17500000.0,58000.0,Midfielder,83.29,27,85.48
234835,Domingos Duarte,17500000.0,24000.0,Defender,83.29,27,57.58
213331,J. Tah,17500000.0,43000.0,Defender,83.29,27,77.18
242201,Luis Milla,17500000.0,24000.0,Midfielder,83.29,27,57.58
225711,A. Diallo,17500000.0,62000.0,Defender,83.29,27,86.89
244778,Trincão,17000000.0,84000.0,Midfielder,82.39,14,92.47
203747,Héctor Bellerín,17000000.0,69000.0,Defender,82.39,14,88.84
231521,E. Palacios,17000000.0,41000.0,Midfielder,82.39,14,75.66
198329,Rodrigo,17000000.0,83000.0,Midfielder,82.39,14,92.27
184941,A. Sánchez,17000000.0,105000.0,Forward,82.39,14,95.33
246242,B. Dia,17000000.0,30000.0,Forward,82.39,14,65.98
240690,N. González,17000000.0,47000.0,Forward,82.39,14,79.7
189805,L. de Jong,17000000.0,34000.0,Forward,82.39,14,70.22
193348,X. Shaqiri,17000000.0,75000.0,Midfielder,82.39,14,90.22
242816,Riqui Puig,17000000.0,75000.0,Midfielder,82.39,14,90.22
243282,D. McNeil,17000000.0,27000.0,Midfielder,82.39,14,62.29
193314,Aitor,17000000.0,28000.0,Goalkeeper,82.39,14,63.8
200315,Cristian Tello,17000000.0,30000.0,Midfielder,82.39,14,65.98
206545,Manu Trigueros,17000000.0,39000.0,Midfielder,82.39,14,74.18
183574,M. Kruse,16500000.0,45000.0,Forward,81.92,18,78.59
216475,Morales,16500000.0,41000.0,Forward,81.92,18,75.66
219733,L. Ajorque,16500000.0,29000.0,Forward,81.92,18,65.01
210881,J. McGinn,16500000.0,58000.0,Midfielder,81.92,18,85.48
222558,R. Karsdorp,16500000.0,51000.0,Midfielder,81.92,18,82.49
236477,A. Claude-Maurice,16500000.0,28000.0,Midfielder,81.92,18,63.8
208920,N. Aké,16500000.0,95000.0,Defender,81.92,18,94.32
235794,E. Eze,16500000.0,45000.0,Midfielder,81.92,18,78.59
244261,L. Majer,16500000.0,36000.0,Midfielder,81.92,18,72.13
241727,P. Rajković,16500000.0,20000.0,Goalkeeper,81.92,18,49.78
239956,M. Boadu,16500000.0,36000.0,Forward,81.92,18,72.13
227055,Gelson Martins,16500000.0,50000.0,Midfielder,81.92,18,81.51
221087,Pau López,16500000.0,44000.0,Goalkeeper,81.92,18,78.12
230899,A. Lookman,16500000.0,54000.0,Midfielder,81.92,18,83.63
224422,J. Boga,16500000.0,31000.0,Midfielder,81.92,18,67.09
246785,Bryan Gil,16500000.0,52000.0,Midfielder,81.92,18,82.96
231102,L. Blas,16500000.0,24000.0,Midfielder,81.92,18,57.58
240273,E. Smith Rowe,16500000.0,49000.0,Midfielder,81.92,18,81.21
199189,R. Barkley,16000000.0,95000.0,Midfielder,81.31,20,94.32
240915,Miranda,16000000.0,15000.0,Defender,81.31,20,39.46
240716,M. Olivera,16000000.0,21000.0,Defender,81.31,20,51.53
232104,D. James,16000000.0,62000.0,Midfielder,81.31,20,86.89
241721,Rafael Leão,16000000.0,36000.0,Midfielder,81.31,20,72.13
214097,B. Bourigeaud,16000000.0,47000.0,Midfielder,81.31,20,79.7
222357,B. Embolo,16000000.0,27000.0,Forward,81.31,20,62.29
239901,S. Kalajdžić,16000000.0,27000.0,Forward,81.31,20,62.29
238744,W. McKennie,16000000.0,57000.0,Midfielder,81.31,20,85.01
225341,David García,16000000.0,28000.0,Defender,81.31,20,63.8
211784,N. Maupay,16000000.0,52000.0,Forward,81.31,20,82.96
205192,Denis Suárez,16000000.0,26000.0,Midfielder,81.31,20,60.74
205923,B. Davies,16000000.0,85000.0,Defender,81.31,20,92.67
227290,M. Dmitrović,16000000.0,26000.0,Goalkeeper,81.31,20,60.74
209846,C. Günter,16000000.0,32000.0,Defender,81.31,20,68.17
216145,A. Izzo,16000000.0,47000.0,Defender,81.31,20,79.7
223597,R. Aguilar,16000000.0,53000.0,Defender,81.31,20,83.39
224031,A. Marušić,16000000.0,59000.0,Defender,81.31,20,85.98
193698,O. Baumann,16000000.0,37000.0,Goalkeeper,81.31,20,72.84
194404,Neto,16000000.0,115000.0,Goalkeeper,81.31,20,96.0
251804,S. Dest,15500000.0,67000.0,Defender,80.64,22,88.27
219792,B. Santamaria,15500000.0,43000.0,Midfielder,80.64,22,77.18
232999,T. Adams,15500000.0,49000.0,Midfielder,80.64,22,81.21
204259,S. Arias,15500000.0,53000.0,Defender,80.64,22,83.39
231554,J. Justin,15500000.0,64000.0,Defender,80.64,22,87.6
222493,M. Friedrich,15500000.0,29000.0,Defender,80.64,22,65.01
229167,M. Rashica,15500000.0,38000.0,Forward,80.64,22,73.58
193041,K. Navas,15500000.0,130000.0,Goalkeeper,80.64,22,97.11
219789,H. Traoré,15500000.0,49000.0,Defender,80.64,22,81.21
216150,D. Zappacosta,15500000.0,51000.0,Defender,80.64,22,82.49
231936,B. White,15500000.0,52000.0,Defender,80.64,22,82.96
211241,Rubén Peña,15500000.0,35000.0,Defender,80.64,22,71.19
245388,J. Todibo,15500000.0,20000.0,Defender,80.64,22,49.78
239890,O. Kabak,15500000.0,9000.0,Defender,80.64,22,27.36
180930,E. Džeko,15500000.0,105000.0,Forward,80.64,22,95.33
244915,M. Salisu,15500000.0,38000.0,Defender,80.64,22,73.58
230965,N. Nández,15500000.0,31000.0,Midfielder,80.64,22,67.09
242578,B. Badiashile,15500000.0,29000.0,Defender,80.64,22,65.01
199503,G. Xhaka,15500000.0,80000.0,Midfielder,80.64,22,91.43
231318,R. Perraud,15500000.0,41000.0,Defender,80.64,22,75.66
220085,L. Waldschmidt,15500000.0,57000.0,Forward,80.64,22,85.01
236786,M. Terrier,15500000.0,42000.0,Forward,80.64,22,76.5
238160,M. Demiral,15000000.0,51000.0,Defender,79.9,30,82.49
242374,M. Barrow,15000000.0,37000.0,Midfielder,79.9,30,72.84
234678,J. Mæhle,15000000.0,35000.0,Defender,79.9,30,71.19
231633,I. Diop,15000000.0,48000.0,Defender,79.9,30,80.34
215590,Ayoze Pérez,15000000.0,95000.0,Midfielder,79.9,30,94.32
244393,Gonzalo Villar,15000000.0,39000.0,Midfielder,79.9,30,74.18
228413,E. Audero,15000000.0,14000.0,Goalkeeper,79.9,30,37.38
216643,L. Dubois,15000000.0,55000.0,Defender,79.9,30,84.0
225014,G. Castrovilli,15000000.0,43000.0,Midfielder,79.9,30,77.18
190717,M. Antonio,15000000.0,79000.0,Forward,79.9,30,91.29
241049,Gorosabel,15000000.0,25000.0,Defender,79.9,30,59.29
236920,J. Kluivert,15000000.0,39000.0,Midfielder,79.9,30,74.18
225659,G. Rodríguez,15000000.0,24000.0,Midfielder,79.9,30,57.58
243388,B. Sosa,15000000.0,23000.0,Defender,79.9,30,55.8
199652,D. Praet,15000000.0,87000.0,Midfielder,79.9,30,92.97
193198,N. Gudelj,15000000.0,30000.0,Midfielder,79.9,30,65.98
238227,K. Diatta,15000000.0,38000.0,Midfielder,79.9,30,73.58
233848,J. Hauge,15000000.0,26000.0,Midfielder,79.9,30,60.74
206534,P. Bamford,15000000.0,82000.0,Forward,79.9,30,91.97
206590,Moi Gómez,15000000.0,33000.0,Midfielder,79.9,30,69.31
225309,N. Amiri,15000000.0,41000.0,Midfielder,79.9,30,75.66
236045,Reinildo,15000000.0,34000.0,Defender,79.9,30,70.22
212623,Santi Mina,15000000.0,25000.0,Forward,79.9,30,59.29
205966,A. Younes,15000000.0,59000.0,Midfielder,79.9,30,85.98
215441,S. Guirassy,15000000.0,46000.0,Forward,79.9,30,79.26
192789,Mario Gaspar,15000000.0,34000.0,Defender,79.9,30,70.22
192638,Marcos Alonso,15000000.0,95000.0,Defender,79.9,30,94.32
227927,K. Walker-Peters,15000000.0,41000.0,Defender,79.9,30,75.66
210736,Emerson,15000000.0,85000.0,Defender,79.9,30,92.67
212442,José Sá,15000000.0,65000.0,Goalkeeper,79.9,30,87.87
41236,Z. Ibrahimović,14500000.0,51000.0,Forward,78.89,20,82.49
184484,G. Sigurðsson,14500000.0,83000.0,Midfielder,78.89,20,92.27
204024,C. Kramer,14500000.0,31000.0,Midfielder,78.89,20,67.09
191740,Ander Herrera,14500000.0,78000.0,Midfielder,78.89,20,91.09
229942,A. Disasi,14500000.0,37000.0,Defender,78.89,20,72.84
241707,P. Gueye,14500000.0,27000.0,Midfielder,78.89,20,62.29
215316,G. Rulli,14500000.0,31000.0,Goalkeeper,78.89,20,67.09
202857,K. Bellarabi,14500000.0,60000.0,Midfielder,78.89,20,86.25
229752,D. Sow,14500000.0,25000.0,Midfielder,78.89,20,59.29
202750,W. Boly,14500000.0,76000.0,Defender,78.89,20,90.49
232144,F. Uduokhai,14500000.0,21000.0,Defender,78.89,20,51.53
236499,Douglas Luiz,14500000.0,47000.0,Midfielder,78.89,20,79.7
228302,Pedraza,14500000.0,27000.0,Defender,78.89,20,62.29
226637,Rubén Duarte,14500000.0,22000.0,Defender,78.89,20,53.61
215353,L. Alario,14500000.0,56000.0,Forward,78.89,20,84.61
172522,D. Wass,14500000.0,38000.0,Defender,78.89,20,73.58
218659,M. Targett,14500000.0,52000.0,Defender,78.89,20,82.96
235945,Marc Roca,14500000.0,49000.0,Midfielder,78.89,20,81.21
222390,Unai López,14500000.0,21000.0,Midfielder,78.89,20,51.53
222509,Dani Ceballos,14500000.0,100000.0,Midfielder,78.89,20,94.79
199042,C. Aránguiz,14000000.0,53000.0,Midfielder,78.22,18,83.39
220621,S. Benrahma,14000000.0,59000.0,Midfielder,78.22,18,85.98
220502,M. Zaccagni,14000000.0,57000.0,Forward,78.22,18,85.01
230717,T. Kadewere,14000000.0,59000.0,Midfielder,78.22,18,85.98
199354,Lucas Pérez,14000000.0,28000.0,Forward,78.22,18,63.8
201995,Felipe Anderson,14000000.0,58000.0,Midfielder,78.22,18,85.48
238095,N. Milenković,14000000.0,36000.0,Defender,78.22,18,72.13
188335,A. Budimir,14000000.0,34000.0,Forward,78.22,18,70.22
209288,F. Mollet,14000000.0,30000.0,Midfielder,78.22,18,65.98
210537,R. Steffen,14000000.0,61000.0,Midfielder,78.22,18,86.62
224069,K. Toko Ekambi,14000000.0,68000.0,Midfielder,78.22,18,88.57
212419,T. Mings,14000000.0,61000.0,Defender,78.22,18,86.62
223578,Mata,14000000.0,36000.0,Forward,78.22,18,72.13
213577,Puertas,14000000.0,27000.0,Midfielder,78.22,18,62.29
232440,Caio Henrique,14000000.0,37000.0,Defender,78.22,18,72.84
170368,E. Lamela,14000000.0,30000.0,Midfielder,78.22,18,65.98
222943,Jony,14000000.0,58000.0,Midfielder,78.22,18,85.48
189117,R. Bürki,14000000.0,46000.0,Goalkeeper,78.22,18,79.26
232487,W. Endo,13500000.0,29000.0,Midfielder,77.61,19,65.01
167495,M. Neuer,13500000.0,86000.0,Goalkeeper,77.61,19,92.77
225024,M. Holgate,13500000.0,56000.0,Defender,77.61,19,84.61
195096,Fransérgio,13500000.0,29000.0,Midfielder,77.61,19,65.01
219985,M. Vecino,13500000.0,88000.0,Midfielder,77.61,19,93.24
193361,R. Soriano,13500000.0,35000.0,Midfielder,77.61,19,71.19
235889,C. Ünder,13500000.0,42000.0,Midfielder,77.61,19,76.5
223874,V. Rongier,13500000.0,38000.0,Midfielder,77.61,19,73.58
237681,T. Kubo,13500000.0,77000.0,Midfielder,77.61,19,90.89
167948,H. Lloris,13500000.0,125000.0,Goalkeeper,77.61,19,96.74
216435,S. Lobotka,13500000.0,56000.0,Midfielder,77.61,19,84.61
152729,Piqué,13500000.0,175000.0,Defender,77.61,19,98.49
186197,G. Kakuta,13500000.0,32000.0,Midfielder,77.61,19,68.17
202849,J. Vestergaard,13500000.0,83000.0,Defender,77.61,19,92.27
228708,L. Martínez Quarta,13500000.0,40000.0,Defender,77.61,19,74.89
204082,J. Brooks,13500000.0,56000.0,Defender,77.61,19,84.61
212501,L. Dendoncker,13500000.0,71000.0,Midfielder,77.61,19,89.24
208777,Óliver Torres,13500000.0,27000.0,Midfielder,77.61,19,62.29
204234,Edgar Badia,13500000.0,20000.0,Goalkeeper,77.61,19,49.78
199987,J. Cillessen,13000000.0,33000.0,Goalkeeper,76.97,12,69.31
229971,F. Centonze,13000000.0,18000.0,Defender,76.97,12,44.94
228295,R. Holding,13000000.0,62000.0,Defender,76.97,12,86.89
213655,A. Iwobi,13000000.0,68000.0,Midfielder,76.97,12,88.57
244316,Luís Maximiano,13000000.0,14000.0,Goalkeeper,76.97,12,37.38
256790,J. Musiala,13000000.0,19000.0,Midfielder,76.97,12,47.23
220407,M. Dúbravka,13000000.0,40000.0,Goalkeeper,76.97,12,74.89
146536,Jesús Navas,13000000.0,30000.0,Defender,76.97,12,65.98
223898,P. Bernardoni,13000000.0,15000.0,Goalkeeper,76.97,12,39.46
199915,L. Dunk,13000000.0,56000.0,Defender,76.97,12,84.61
234833,F. Müller,13000000.0,18000.0,Goalkeeper,76.97,12,44.94
200726,B. Lecomte,13000000.0,41000.0,Goalkeeper,76.97,12,75.66
245940,Silas,12500000.0,22000.0,Midfielder,76.57,25,53.61
239335,Óscar,12500000.0,21000.0,Midfielder,76.57,25,51.53
201417,M. Doherty,12500000.0,77000.0,Defender,76.57,25,90.89
214947,J. Gbamin,12500000.0,62000.0,Midfielder,76.57,25,86.89
239592,J. Macías,12500000.0,34000.0,Forward,76.57,25,70.22
238581,R. Vargas,12500000.0,20000.0,Midfielder,76.57,25,49.78
201042,D. Sidibé,12500000.0,48000.0,Defender,76.57,25,80.34
237819,N. Domínguez,12500000.0,25000.0,Midfielder,76.57,25,59.29
207948,B. Traoré,12500000.0,57000.0,Midfielder,76.57,25,85.01
237329,J. Willock,12500000.0,26000.0,Midfielder,76.57,25,60.74
207791,Y. Poulsen,12500000.0,68000.0,Forward,76.57,25,88.57
207421,L. Trossard,12500000.0,55000.0,Midfielder,76.57,25,84.0
217036,Álex Moreno,12500000.0,25000.0,Defender,76.57,25,59.29
190584,Illarramendi,12500000.0,34000.0,Midfielder,76.57,25,70.22
203605,P. Kadeřábek,12500000.0,35000.0,Defender,76.57,25,71.19
254487,Matheus Henrique,12500000.0,25000.0,Midfielder,76.57,25,59.29
189615,A. Cresswell,12500000.0,66000.0,Defender,76.57,25,88.17
222400,H. Winks,12500000.0,66000.0,Midfielder,76.57,25,88.17
247328,Unai Vencedor,12500000.0,18000.0,Midfielder,76.57,25,44.94
242577,R. Faivre,12500000.0,16000.0,Midfielder,76.57,25,41.61
251517,J. Gvardiol,12500000.0,27000.0,Defender,76.57,25,62.29
233866,O. Edouard,12500000.0,44000.0,Forward,76.57,25,78.12
224221,J. Andersen,12500000.0,45000.0,Defender,76.57,25,78.59
216497,M. Philipp,12500000.0,59000.0,Forward,76.57,25,85.98
236639,Xeka,12500000.0,32000.0,Midfielder,76.57,25,68.17
215502,B. Drągowski,12000000.0,30000.0,Goalkeeper,75.73,33,65.98
235883,R. Sessegnon,12000000.0,44000.0,Defender,75.73,33,78.12
234789,Y. Eteki,12000000.0,17000.0,Midfielder,75.73,33,43.16
232938,T. Tomiyasu,12000000.0,49000.0,Defender,75.73,33,81.21
192678,Kike García,12000000.0,33000.0,Forward,75.73,33,69.31
213874,Thiago Mendes,12000000.0,57000.0,Midfielder,75.73,33,85.01
210665,M. Halstenberg,12000000.0,64000.0,Defender,75.73,33,87.6
234777,Z. Steffen,12000000.0,73000.0,Goalkeeper,75.73,33,89.65
227508,Melero,12000000.0,28000.0,Midfielder,75.73,33,63.8
207566,William Carvalho,12000000.0,25000.0,Midfielder,75.73,33,59.29
212245,Y. Gerhardt,12000000.0,55000.0,Midfielder,75.73,33,84.0
199576,Oriol Romeu,12000000.0,53000.0,Midfielder,75.73,33,83.39
204614,Mário Rui,12000000.0,54000.0,Defender,75.73,33,83.63
233556,R. Orsolini,12000000.0,27000.0,Midfielder,75.73,33,62.29
200159,S. Ortega,12000000.0,22000.0,Goalkeeper,75.73,33,53.61
244206,N. Pérez,12000000.0,27000.0,Defender,75.73,33,62.29
203487,J. Lascelles,12000000.0,37000.0,Defender,75.73,33,72.84
247028,A. Král,12000000.0,37000.0,Midfielder,75.73,33,72.84
244263,A. Rrahmani,12000000.0,51000.0,Defender,75.73,33,82.49
235944,Brais Méndez,12000000.0,20000.0,Midfielder,75.73,33,49.78
138956,G. Chiellini,12000000.0,88000.0,Defender,75.73,33,93.24
189682,B. Mee,12000000.0,39000.0,Defender,75.73,33,74.18
259694,Mingueza,12000000.0,76000.0,Defender,75.73,33,90.49
181872,A. Vidal,12000000.0,105000.0,Midfielder,75.73,33,95.33
202935,Álvaro,12000000.0,40000.0,Defender,75.73,33,74.89
240458,Ander Guevara,12000000.0,26000.0,Midfielder,75.73,33,60.74
240060,M. Aarons,12000000.0,21000.0,Defender,75.73,33,51.53
230977,M. Almirón,12000000.0,40000.0,Midfielder,75.73,33,74.89
247495,Moncayola,12000000.0,20000.0,Midfielder,75.73,33,49.78
243854,M. Simakan,12000000.0,36000.0,Defender,75.73,33,72.13
221841,A. Armstrong,12000000.0,46000.0,Forward,75.73,33,79.26
246960,M. Ihattaren,12000000.0,33000.0,Midfielder,75.73,33,69.31
224003,Sergio Herrera,12000000.0,24000.0,Goalkeeper,75.73,33,57.58
197837,D. Boyata,11500000.0,42000.0,Defender,74.62,30,76.5
253157,H. Boudaoui,11500000.0,21000.0,Midfielder,74.62,30,51.53
243715,W. Saliba,11500000.0,41000.0,Defender,74.62,30,75.66
234078,O. Mangala,11500000.0,23000.0,Midfielder,74.62,30,55.8
256769,A. Truffert,11500000.0,19000.0,Defender,74.62,30,47.23
