sofifa_id,player_url,short_name,long_name,Positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
199254,https://sofifa.com/player/199254/joao-pedro-g-santos-galvao/220002,João Pedro,João Pedro Geraldino dos Santos Galvão,Forward,80,80,21000000.0,46000.0,29,1992-03-09,184,73,1842.0,Cagliari,Italian Serie A,1.0,LS,10.0,,2014-09-01,2023.0,54,Brazil,,,,Right,4,4,1,High/Medium,Lean (170-185),No,35700000.0,,"Finesse Shot, Outside Foot Shot, Team Player",72.0,78.0,77.0,81.0,41.0,74.0,69,82,73,81,72,81,80,76,74,83,74,71,72,85,74,77,82,75,74,73,69,42,81,80,69,81,30,44,28,14,16,7,11,12,,79+1,79+1,79+1,79,80,80,80,79,80,80,80,79+1,76+2,76+2,76+2,79+1,62+2,62+2,62+2,62+2,62+2,58+2,55+2,55+2,55+2,58+2,21+2,https://cdn.sofifa.net/players/199/254/22_120.png,https://cdn.sofifa.net/teams/1842/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/br.png
201143,https://sofifa.com/player/201143/aissa-mandi/220002,A. Mandi,Aïssa Mandi,Defender,80,81,19500000.0,37000.0,29,1991-10-22,184,78,483.0,Villarreal CF,Spain Primera Division,1.0,LCB,22.0,,2021-07-01,2025.0,97,Algeria,,,,Right,3,2,1,High/Medium,Lean (170-185),Yes,42400000.0,,Dives Into Tackles (AI),66.0,46.0,74.0,70.0,81.0,74.0,73,41,81,80,49,64,67,49,78,76,67,65,73,79,64,52,80,65,78,49,76,83,67,71,35,78,80,80,81,15,16,9,10,14,,64+2,64+2,64+2,67,66,66,66,67,69+2,69+2,69+2,70+2,73+2,73+2,73+2,70+2,76+2,78+2,78+2,78+2,76+2,77+2,80+1,80+1,80+1,77+2,21+2,https://cdn.sofifa.net/players/201/143/22_120.png,https://cdn.sofifa.net/teams/483/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/dz.png
201400,https://sofifa.com/player/201400/rafael-alcantara/220002,Rafinha,Rafael Alcântara do Nascimento,Midfielder,80,80,21000000.0,86000.0,28,1993-02-12,174,71,73.0,Paris Saint-Germain,French Ligue 1,1.0,SUB,12.0,,2020-10-05,2023.0,54,Brazil,,,,Left,4,4,2,High/Medium,Lean (170-185),Yes,38900000.0,#Dribbler,"Injury Prone, Flair, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",71.0,75.0,80.0,84.0,69.0,68.0,74,71,55,85,75,86,80,61,80,84,74,68,83,77,80,80,75,66,67,79,70,70,77,83,67,82,70,74,66,11,6,15,13,7,,75+2,75+2,75+2,79,79,79,79,79,81-1,81-1,81-1,79+1,80,80,80,79+1,74+2,75+2,75+2,75+2,74+2,72+2,70+2,70+2,70+2,72+2,17+2,https://cdn.sofifa.net/players/201/400/22_120.png,https://cdn.sofifa.net/teams/73/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/br.png
201922,https://sofifa.com/player/201922/martin-hinteregger/220002,M. Hinteregger,Martin Hinteregger,Defender,80,80,18000000.0,34000.0,28,1992-09-07,184,83,1824.0,Eintracht Frankfurt,German 1. Bundesliga,1.0,LCB,13.0,,2019-08-01,2024.0,4,Austria,1322.0,LCB,4.0,Left,3,2,2,Medium/Medium,Normal (170-185),Yes,30600000.0,,"Dives Into Tackles (AI), Long Passer (AI)",70.0,70.0,67.0,61.0,81.0,81.0,53,65,83,72,64,54,58,66,80,65,65,74,63,76,63,83,86,76,83,71,81,78,68,65,61,78,79,85,82,14,14,9,13,10,,71+2,71+2,71+2,65,67,67,67,65,67+2,67+2,67+2,66+2,71+2,71+2,71+2,66+2,72+2,77+2,77+2,77+2,72+2,75+2,80,80,80,75+2,20+2,https://cdn.sofifa.net/players/201/922/22_120.png,https://cdn.sofifa.net/teams/1824/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/1322/60.png,https://cdn.sofifa.net/flags/at.png
202024,https://sofifa.com/player/202024/remo-freuler/220002,R. Freuler,Remo Marco Freuler,Midfielder,80,80,20500000.0,58000.0,29,1992-04-15,180,80,39.0,Atalanta,Italian Serie A,1.0,LCM,11.0,,2016-01-20,2022.0,47,Switzerland,,,,Right,3,4,2,Medium/Medium,Normal (170-185),No,34900000.0,,,69.0,71.0,77.0,78.0,75.0,73.0,72,68,41,81,68,78,60,70,80,81,68,69,69,83,62,73,55,87,69,75,72,79,78,79,61,83,80,79,73,12,8,9,14,13,,71+2,71+2,71+2,76,76,76,76,76,78+2,78+2,78+2,77+2,80,80,80,77+2,78+2,79+1,79+1,79+1,78+2,76+2,73+2,73+2,73+2,76+2,19+2,https://cdn.sofifa.net/players/202/024/22_120.png,https://cdn.sofifa.net/teams/39/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/ch.png
202166,https://sofifa.com/player/202166/julian-draxler/220002,J. Draxler,Julian Draxler,Midfielder,80,81,24500000.0,83000.0,27,1993-09-20,187,77,73.0,Paris Saint-Germain,French Ligue 1,1.0,SUB,23.0,,2017-01-03,2024.0,21,Germany,,,,Right,5,4,3,Medium/Medium,Lean (185+),Yes,47200000.0,,"Finesse Shot, Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",74.0,76.0,80.0,82.0,58.0,66.0,79,74,64,81,77,83,77,76,77,84,76,73,80,78,74,80,77,68,67,78,56,66,78,81,65,82,48,64,44,11,13,5,13,8,,76+3,76+3,76+3,79,79,79,79,79,80+1,80+1,80+1,79+2,78+3,78+3,78+3,79+2,69+3,69+3,69+3,69+3,69+3,67+3,63+3,63+3,63+3,67+3,18+3,https://cdn.sofifa.net/players/202/166/22_120.png,https://cdn.sofifa.net/teams/73/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/de.png
202325,https://sofifa.com/player/202325/diego-demme/220002,D. Demme,Diego Demme,Midfielder,80,80,18000000.0,66000.0,29,1991-11-21,172,71,48.0,Napoli,Italian Serie A,1.0,RES,4.0,,2020-01-11,2024.0,21,Germany,,,,Right,4,3,2,Medium/High,Normal (170-185),Yes,30600000.0,,"Dives Into Tackles (AI), Team Player",57.0,42.0,75.0,77.0,76.0,76.0,70,31,57,80,48,72,65,62,78,82,64,52,82,78,88,62,79,91,66,34,82,78,65,74,58,75,79,77,75,14,10,14,12,9,,60+2,60+2,60+2,67,66,66,66,67,70+2,70+2,70+2,71+2,75+2,75+2,75+2,71+2,76+2,79+1,79+1,79+1,76+2,75+2,74+2,74+2,74+2,75+2,19+2,https://cdn.sofifa.net/players/202/325/22_120.png,https://cdn.sofifa.net/teams/48/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/de.png
203890,https://sofifa.com/player/203890/sime-vrsaljko/220002,Š. Vrsaljko,Šime Vrsaljko,Defender,80,80,18500000.0,56000.0,29,1992-01-10,181,76,240.0,Atlético de Madrid,Spain Primera Division,1.0,SUB,24.0,,2016-07-05,2022.0,10,Croatia,,,,Right,3,3,2,High/Medium,Normal (170-185),Yes,37900000.0,,"Injury Prone, Dives Into Tackles (AI)",79.0,55.0,73.0,74.0,78.0,77.0,81,44,73,76,53,74,70,57,70,77,77,81,66,74,70,75,84,85,73,58,75,79,65,68,52,67,78,80,77,15,11,10,10,12,,67+2,67+2,67+2,71,70,70,70,71,70+2,70+2,70+2,73+2,73+2,73+2,73+2,73+2,79+1,77+2,77+2,77+2,79+1,78+2,77+2,77+2,77+2,78+2,19+2,https://cdn.sofifa.net/players/203/890/22_120.png,https://cdn.sofifa.net/teams/240/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/hr.png
205600,https://sofifa.com/player/205600/samuel-umtiti/220002,S. Umtiti,Samuel Yves Umtiti,Defender,80,80,19500000.0,125000.0,27,1993-11-14,182,75,241.0,FC Barcelona,Spain Primera Division,1.0,SUB,23.0,,2016-07-12,2023.0,18,France,,,,Left,3,2,3,Low/Medium,Unique,Yes,40000000.0,,Injury Prone,65.0,62.0,68.0,67.0,80.0,78.0,61,51,78,76,65,64,72,62,73,73,64,65,58,78,64,83,81,64,84,70,80,81,51,58,59,74,80,80,79,15,10,14,12,15,,67+3,67+3,67+3,64,66,66,66,64,66+3,66+3,66+3,65+3,70+3,70+3,70+3,65+3,73+3,76+3,76+3,76+3,73+3,74+3,79+1,79+1,79+1,74+3,20+3,https://cdn.sofifa.net/players/205/600/22_120.png,https://cdn.sofifa.net/teams/241/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/fr.png
205686,https://sofifa.com/player/205686/teji-savanier/220002,T. Savanier,Téji Tedy Savanier,Midfielder,80,80,20500000.0,35000.0,29,1991-12-22,172,69,70.0,Montpellier Hérault SC,French Ligue 1,1.0,CAM,11.0,,2019-07-02,2023.0,18,France,,,,Right,4,4,2,High/Medium,Normal (170-185),No,41000000.0,,"Flair, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot",67.0,74.0,83.0,82.0,69.0,69.0,83,71,47,83,62,81,81,79,82,82,70,65,86,77,90,77,36,78,63,80,83,78,74,84,75,83,67,71,69,12,11,15,10,10,,72+2,72+2,72+2,78,77,77,77,78,80,80,80,78+2,80,80,80,78+2,76+2,77+2,77+2,77+2,76+2,74+2,69+2,69+2,69+2,74+2,18+2,https://cdn.sofifa.net/players/205/686/22_120.png,https://cdn.sofifa.net/teams/70/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/fr.png
207599,https://sofifa.com/player/207599/michael-keane/220002,M. Keane,Michael Keane,Defender,80,81,20000000.0,84000.0,28,1993-01-11,191,82,7.0,Everton,English Premier League,1.0,LCB,5.0,,2017-07-03,2025.0,14,England,,,,Right,3,2,2,Low/High,Normal (185+),Yes,39500000.0,,Power Header,55.0,49.0,65.0,65.0,82.0,80.0,60,50,84,76,40,64,53,33,70,69,52,58,52,77,59,58,85,68,86,46,77,80,29,60,48,72,82,83,79,16,7,8,14,11,,60+2,60+2,60+2,59,59,59,59,59,61+2,61+2,61+2,62+2,67+2,67+2,67+2,62+2,72+2,76+2,76+2,76+2,72+2,74+2,80+1,80+1,80+1,74+2,19+2,https://cdn.sofifa.net/players/207/599/22_120.png,https://cdn.sofifa.net/teams/7/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
207732,https://sofifa.com/player/207732/roger-marti-salvador/220002,Roger,Roger Martí Salvador,Forward,80,80,20500000.0,38000.0,30,1991-01-03,179,74,1853.0,Levante Unión Deportiva,Spain Primera Division,1.0,RS,9.0,,2011-07-01,2023.0,45,Spain,,,,Right,3,3,2,High/Medium,Normal (170-185),Yes,43100000.0,,Finesse Shot,77.0,82.0,63.0,77.0,41.0,74.0,59,84,71,73,84,76,54,46,59,79,76,77,73,83,75,83,73,78,74,75,69,35,85,61,82,80,42,36,38,15,13,15,14,8,,80,80,80,76,78,78,78,76,75+2,75+2,75+2,74+2,69+2,69+2,69+2,74+2,60+2,58+2,58+2,58+2,60+2,58+2,54+2,54+2,54+2,58+2,20+2,https://cdn.sofifa.net/players/207/732/22_120.png,https://cdn.sofifa.net/teams/1853/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
209519,https://sofifa.com/player/209519/gaetan-laborde/220002,G. Laborde,Gaëtan Laborde,Forward,80,81,24500000.0,59000.0,27,1994-05-03,181,78,74.0,Stade Rennais FC,French Ligue 1,1.0,SUB,24.0,,2021-08-31,2025.0,18,France,,,,Left,4,3,2,High/High,Normal (170-185),No,48400000.0,#Engine,"Solid Player, Playmaker (AI), Outside Foot Shot",77.0,78.0,76.0,78.0,40.0,82.0,74,80,84,80,84,79,70,59,71,80,75,79,71,78,63,78,88,88,83,75,72,36,82,78,69,80,38,34,23,14,15,9,14,9,,80+1,80+1,80+1,78,79,79,79,78,79+2,79+2,79+2,79+2,74+2,74+2,74+2,79+2,61+2,61+2,61+2,61+2,61+2,58+2,55+2,55+2,55+2,58+2,20+2,https://cdn.sofifa.net/players/209/519/22_120.png,https://cdn.sofifa.net/teams/74/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/fr.png
209960,https://sofifa.com/player/209960/fernando-pacheco-flores/220002,Pacheco,Fernando Pacheco Flores,Goalkeeper,80,82,17500000.0,25000.0,29,1992-05-18,186,81,463.0,Deportivo Alavés,Spain Primera Division,1.0,GK,1.0,,2015-08-07,2023.0,45,Spain,,,,Left,2,1,1,Medium/Medium,Normal (185+),Yes,39800000.0,,GK Long Throw,,,,,,,14,16,10,28,13,13,20,20,29,15,48,42,62,77,53,53,73,43,75,15,29,26,14,53,23,62,18,16,13,79,77,70,81,82,46.0,29+2,29+2,29+2,28,29,29,29,28,31+2,31+2,31+2,29+2,31+2,31+2,31+2,29+2,28+2,31+2,31+2,31+2,28+2,28+2,29+2,29+2,29+2,28+2,79+2,https://cdn.sofifa.net/players/209/960/22_120.png,https://cdn.sofifa.net/teams/463/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
210455,https://sofifa.com/player/210455/jonathan-castro-otto/220002,Jonny,Jonathan Castro Otto,Defender,80,81,22000000.0,81000.0,27,1994-03-03,170,70,110.0,Wolverhampton Wanderers,English Premier League,1.0,SUB,19.0,,2019-01-31,2025.0,45,Spain,,,,Right,3,3,2,High/High,Normal (170-),Yes,43500000.0,,Early Crosser,75.0,53.0,71.0,76.0,79.0,69.0,78,49,69,76,44,76,66,54,64,77,76,74,71,78,80,68,76,78,59,47,82,79,67,68,46,74,79,81,80,7,10,12,10,6,,66+2,66+2,66+2,71,70,70,70,71,70+2,70+2,70+2,73+2,72+2,72+2,72+2,73+2,78+2,76+2,76+2,76+2,78+2,78+2,76+2,76+2,76+2,78+2,16+2,https://cdn.sofifa.net/players/210/455/22_120.png,https://cdn.sofifa.net/teams/110/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/es.png
211117,https://sofifa.com/player/211117/dele-alli/220002,D. Alli,Bamidele Alli,Midfielder,80,82,26500000.0,90000.0,25,1996-04-11,188,80,18.0,Tottenham Hotspur,English Premier League,1.0,LCM,20.0,,2015-02-02,2024.0,14,England,,,,Right,3,4,3,High/Medium,Unique,Yes,52300000.0,,"Flair, Outside Foot Shot, Technical Dribbler (AI)",68.0,78.0,78.0,82.0,65.0,75.0,72,80,79,82,79,83,77,60,80,84,67,68,76,80,66,78,71,80,75,74,70,60,82,82,80,85,64,65,60,7,6,9,11,8,,79+3,79+3,79+3,79,80,80,80,79,80+2,80+2,80+2,79+3,80+2,80+2,80+2,79+3,72+3,73+3,73+3,73+3,72+3,70+3,69+3,69+3,69+3,70+3,16+3,https://cdn.sofifa.net/players/211/117/22_120.png,https://cdn.sofifa.net/teams/18/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
212151,https://sofifa.com/player/212151/thomas-strakosha/220002,T. Strakosha,Thomas Strakosha,Goalkeeper,80,83,21000000.0,48000.0,26,1995-03-19,193,78,46.0,Lazio,Italian Serie A,1.0,SUB,1.0,,2012-08-09,2022.0,1,Albania,,,,Right,2,1,1,Medium/Medium,Lean (185+),No,37300000.0,,"Rushes Out Of Goal, Cautious With Crosses",,,,,,,18,18,11,26,11,14,14,12,22,15,41,46,45,78,47,56,56,23,66,20,20,24,18,49,21,61,20,18,12,82,77,74,77,84,43.0,30+2,30+2,30+2,28,30,30,30,28,30+2,30+2,30+2,28+2,29+2,29+2,29+2,28+2,27+2,28+2,28+2,28+2,27+2,26+2,28+2,28+2,28+2,26+2,79+2,https://cdn.sofifa.net/players/212/151/22_120.png,https://cdn.sofifa.net/teams/46/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/al.png
213661,https://sofifa.com/player/213661/andreas-christensen/220002,A. Christensen,Andreas Bødtker Christensen,Defender,80,85,28000000.0,95000.0,25,1996-04-10,187,81,5.0,Chelsea,English Premier League,1.0,CB,4.0,,2013-04-10,2022.0,13,Denmark,1331.0,RCB,6.0,Right,3,2,2,Low/Medium,Lean (185+),Yes,53900000.0,,Injury Prone,65.0,31.0,65.0,68.0,83.0,72.0,49,36,79,79,25,66,41,39,71,73,60,69,61,79,60,31,75,68,73,20,73,82,32,62,36,76,83,84,82,10,12,8,6,8,,54+2,54+2,54+2,59,58,58,58,59,62+2,62+2,62+2,63+2,68+2,68+2,68+2,63+2,73+2,77+2,77+2,77+2,73+2,75+2,80+2,80+2,80+2,75+2,17+2,https://cdn.sofifa.net/players/213/661/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1331/60.png,https://cdn.sofifa.net/flags/dk.png
215223,https://sofifa.com/player/215223/walter-benitez/220002,W. Benítez,Walter Daniel Benítez,Goalkeeper,80,82,18000000.0,32000.0,28,1993-01-19,191,93,72.0,OGC Nice,French Ligue 1,1.0,GK,40.0,,2016-07-01,2023.0,52,Argentina,,,,Right,2,1,2,Medium/Medium,Normal (185+),No,35600000.0,,"Solid Player, Cautious With Crosses",,,,,,,12,14,13,28,13,19,20,17,27,20,48,48,47,75,45,54,62,40,80,14,28,21,17,46,25,62,17,20,17,80,79,72,80,83,48.0,31+2,31+2,31+2,29,31,31,31,29,31+2,31+2,31+2,30+2,31+2,31+2,31+2,30+2,29+2,30+2,30+2,30+2,29+2,28+2,30+2,30+2,30+2,28+2,79+2,https://cdn.sofifa.net/players/215/223/22_120.png,https://cdn.sofifa.net/teams/72/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/ar.png
215316,https://sofifa.com/player/215316/geronimo-rulli/220002,G. Rulli,Gerónimo Rulli,Goalkeeper,80,80,14500000.0,31000.0,29,1992-05-20,189,84,483.0,Villarreal CF,Spain Primera Division,1.0,GK,13.0,,2020-09-04,2024.0,52,Argentina,,,,Right,3,1,3,Medium/Medium,Normal (185+),Yes,30500000.0,,Saves with Feet,,,,,,,12,15,12,32,16,14,19,20,23,15,56,52,58,76,50,59,65,42,73,17,26,21,12,58,24,61,15,13,17,80,79,78,79,80,54.0,31+3,31+3,31+3,29,31,31,31,29,32+3,32+3,32+3,30+3,31+3,31+3,31+3,30+3,29+3,29+3,29+3,29+3,29+3,28+3,28+3,28+3,28+3,28+3,79+1,https://cdn.sofifa.net/players/215/316/22_120.png,https://cdn.sofifa.net/teams/483/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/ar.png
216189,https://sofifa.com/player/216189/ander-capa-rodriguez/220002,Capa,Ander Capa Rodríguez,Defender,80,80,18500000.0,32000.0,29,1992-02-08,175,75,448.0,Athletic Club de Bilbao,Spain Primera Division,1.0,RB,21.0,,2018-07-02,2022.0,45,Spain,,,,Right,3,3,2,High/High,Stocky (170-185),Yes,38900000.0,#Engine,"Long Throw-in, Injury Prone, Speed Dribbler (AI)",82.0,64.0,76.0,77.0,74.0,88.0,81,56,60,80,54,76,80,58,67,77,81,83,81,74,86,83,81,93,86,67,86,76,76,75,54,78,74,78,76,12,13,6,12,11,,72+2,72+2,72+2,75,74,74,74,75,75+2,75+2,75+2,77+2,76+2,76+2,76+2,77+2,79+1,78+2,78+2,78+2,79+1,78+2,77+2,77+2,77+2,78+2,19+2,https://cdn.sofifa.net/players/216/189/22_120.png,https://cdn.sofifa.net/teams/448/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
217870,https://sofifa.com/player/217870/giovanni-di-lorenzo/220002,G. Di Lorenzo,Giovanni Di Lorenzo,Defender,80,80,20500000.0,63000.0,27,1993-08-04,183,83,48.0,Napoli,Italian Serie A,1.0,RB,22.0,,2019-07-01,2026.0,27,Italy,1343.0,RB,2.0,Right,3,3,2,Medium/Medium,Normal (170-185),No,34900000.0,,,84.0,66.0,73.0,76.0,76.0,79.0,76,64,71,77,60,76,69,69,71,75,85,83,78,76,78,72,83,89,75,69,74,77,70,64,59,72,76,78,75,8,10,8,10,7,,72+2,72+2,72+2,74,73,73,73,74,73+2,73+2,73+2,75+2,74+2,74+2,74+2,75+2,78+2,76+2,76+2,76+2,78+2,78+2,76+2,76+2,76+2,78+2,16+2,https://cdn.sofifa.net/players/217/870/22_120.png,https://cdn.sofifa.net/teams/48/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1343/60.png,https://cdn.sofifa.net/flags/it.png
219683,https://sofifa.com/player/219683/corentin-tolisso/220002,C. Tolisso,Corentin Tolisso,Midfielder,80,81,24500000.0,78000.0,26,1994-08-03,181,81,21.0,FC Bayern München,German 1. Bundesliga,1.0,SUB,24.0,,2017-07-01,2022.0,18,France,,,,Right,3,3,3,High/Medium,Normal (170-185),Yes,42300000.0,,"Injury Prone, Long Shot Taker (AI), Power Header",66.0,77.0,77.0,78.0,76.0,78.0,65,75,83,82,60,76,66,67,84,82,69,64,75,82,76,85,83,77,76,82,83,76,79,80,61,75,75,77,72,7,10,14,9,14,,78+3,78+3,78+3,76,78,78,78,76,79+2,79+2,79+2,76+3,80+1,80+1,80+1,76+3,75+3,79+2,79+2,79+2,75+3,75+3,78+3,78+3,78+3,75+3,18+3,https://cdn.sofifa.net/players/219/683/22_120.png,https://cdn.sofifa.net/teams/21/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/fr.png
219953,https://sofifa.com/player/219953/adrian-embarba-blazquez/220002,Embarba,Adrián Embarba Blázquez,Midfielder,80,80,20500000.0,26000.0,29,1992-05-07,173,68,452.0,RCD Espanyol de Barcelona,Spain Primera Division,1.0,RM,23.0,,2020-01-23,2024.0,45,Spain,,,,Right,4,4,1,High/High,Normal (170-185),Yes,43100000.0,,"Power Free-Kick, Early Crosser, Long Shot Taker (AI), Speed Dribbler (AI), Technical Dribbler (AI)",83.0,77.0,78.0,79.0,55.0,72.0,81,76,60,80,65,79,77,75,75,79,84,83,83,77,82,84,63,84,66,77,76,53,77,77,77,76,55,54,55,13,6,6,14,11,,76+2,76+2,76+2,79,78,78,78,79,79+1,79+1,79+1,79+1,76+2,76+2,76+2,79+1,71+2,68+2,68+2,68+2,71+2,68+2,62+2,62+2,62+2,68+2,18+2,https://cdn.sofifa.net/players/219/953/22_120.png,https://cdn.sofifa.net/teams/452/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
220182,https://sofifa.com/player/220182/jason-denayer/220002,J. Denayer,Jason Denayer,Defender,80,83,24500000.0,64000.0,26,1995-06-28,184,80,66.0,Olympique Lyonnais,French Ligue 1,1.0,LCB,5.0,,2018-08-21,2022.0,7,Belgium,1325.0,CB,3.0,Right,3,2,3,Medium/High,Normal (170-185),Yes,48400000.0,,"Leadership, Team Player",83.0,43.0,67.0,71.0,81.0,81.0,58,42,77,77,35,69,52,29,71,73,82,83,69,80,62,57,82,81,83,36,76,82,36,67,39,79,79,82,81,7,10,15,15,15,,61+3,61+3,61+3,65,63,63,63,65,66+3,66+3,66+3,68+3,70+3,70+3,70+3,68+3,77+3,78+3,78+3,78+3,77+3,78+3,80+3,80+3,80+3,78+3,19+3,https://cdn.sofifa.net/players/220/182/22_120.png,https://cdn.sofifa.net/teams/66/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
220971,https://sofifa.com/player/220971/naby-keita/220002,N. Keïta,Naby Keïta,Midfielder,80,83,27500000.0,110000.0,26,1995-02-10,172,64,9.0,Liverpool,English Premier League,1.0,SUB,8.0,,2018-07-01,2023.0,118,Guinea,,,,Right,4,4,2,Medium/Medium,Lean (170-185),Yes,52900000.0,#Acrobat,"Injury Prone, Flair, Long Shot Taker (AI), Technical Dribbler (AI)",70.0,73.0,75.0,85.0,65.0,66.0,62,74,42,83,71,85,64,70,75,86,77,65,88,80,90,76,52,73,59,73,78,76,74,80,58,81,68,64,62,7,14,15,14,9,,73+2,73+2,73+2,78,78,78,78,78,80+2,80+2,80+2,78+2,79+2,79+2,79+2,78+2,73+2,75+2,75+2,75+2,73+2,70+2,66+2,66+2,66+2,70+2,19+2,https://cdn.sofifa.net/players/220/971/22_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gn.png
221087,https://sofifa.com/player/221087/pau-lopez-sabata/220002,Pau López,Pau López Sabata,Goalkeeper,80,80,16500000.0,44000.0,26,1994-12-13,189,77,219.0,Olympique de Marseille,French Ligue 1,1.0,SUB,16.0,Roma,,2022.0,45,Spain,,,,Left,3,1,1,Medium/Medium,Lean (185+),Yes,,,Rushes Out Of Goal,,,,,,,24,19,15,38,17,18,23,21,41,16,45,52,40,74,57,54,71,42,52,18,39,16,20,62,25,62,19,20,11,80,79,72,80,82,48.0,31+2,31+2,31+2,31,33,33,33,31,35+2,35+2,35+2,34+2,36+2,36+2,36+2,34+2,30+2,32+2,32+2,32+2,30+2,29+2,28+2,28+2,28+2,29+2,79+1,https://cdn.sofifa.net/players/221/087/22_120.png,https://cdn.sofifa.net/teams/219/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/es.png
221660,https://sofifa.com/player/221660/victor-lindelof/220002,V. Lindelöf,Victor Jörgen Nilsson Lindelöf,Defender,80,82,23000000.0,105000.0,26,1994-07-17,187,80,11.0,Manchester United,English Premier League,1.0,SUB,2.0,,2017-07-01,2024.0,46,Sweden,1363.0,RCB,3.0,Right,4,3,2,Medium/High,Lean (185+),Yes,44300000.0,,,63.0,51.0,73.0,72.0,81.0,78.0,62,42,76,79,38,70,64,59,80,77,61,65,62,83,60,72,77,77,76,52,83,82,51,72,54,83,82,81,78,12,16,8,7,9,,64+2,64+2,64+2,66,66,66,66,66,69+2,69+2,69+2,69+2,74+2,74+2,74+2,69+2,76+2,80+2,80+2,80+2,76+2,76+2,80+2,80+2,80+2,76+2,19+2,https://cdn.sofifa.net/players/221/660/22_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1363/60.png,https://cdn.sofifa.net/flags/se.png
